,Unnamed: 0.1,Unnamed: 0,read_code,brand_name,term_description,term,dose,quantity,group,with_calcium_channel_blocker,with_diuretic
4666,4666.0,,bk88.,Micardis,MICARDISPLUS 80mg/25mg tablets,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4667,4667.0,,bk8w.,Telmisartan,TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/25mg tablets,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
4668,4668.0,,bk8x.,Telmisartan,Telmisartan+hydrochlorothiazide 40mg/12.5mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,True
4669,4669.0,,bk8y.,Telmisartan,Telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
4670,4670.0,,bk8z.,Telmisartan,Telmisartan 20mg tablet,Telmisartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4671,4671.0,,bk9..,Eprosartan,Eprosartan,Eprosartan,,,Angiotensin-II Receptor Antagonists,False,False
4672,4672.0,,bk91.,Teveten,Teveten 300mg tablet,Eprosartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
4673,4673.0,,bk92.,Teveten,Teveten 400mg tablet,Eprosartan,400 mg,,Angiotensin-II Receptor Antagonists,False,False
4674,4674.0,,bk93.,Teveten,Teveten 600mg tablet,Eprosartan,600 mg,,Angiotensin-II Receptor Antagonists,False,False
4675,4675.0,,bk9x.,Eprosartan,Eprosartan 300mg tablet,Eprosartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
4676,4676.0,,bk9y.,Eprosartan,Eprosartan 400mg tablet,Eprosartan,400 mg,,Angiotensin-II Receptor Antagonists,False,False
4677,4677.0,,bk9z.,Eprosartan,Eprosartan 600mg tablet,Eprosartan,600 mg,,Angiotensin-II Receptor Antagonists,False,False
4678,4678.0,,bkA..,Bosentan,Bosentan,Bosentan,,,Vasodilator Antihypertensive Drugs,False,False
4679,4679.0,,bkA1.,Bosentan,Bosentan monohydrate 62.5mg tablet,Bosentan,62.5 mg,,Vasodilator Antihypertensive Drugs,False,False
4680,4680.0,,bkA2.,Bosentan,Bosentan monohydrate 125mg tablet,Bosentan,125 mg,,Vasodilator Antihypertensive Drugs,False,False
4681,4681.0,,bkA3.,Tracleer,Tracleer 62.5mg tablet,Bosentan,62.5 mg,,Vasodilator Antihypertensive Drugs,False,False
4682,4682.0,,bkA4.,Tracleer,Tracleer 125mg tablet,Bosentan,125 mg,,Vasodilator Antihypertensive Drugs,False,False
4683,4683.0,,bkB..,Olmesartan,Olmesartan,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,False
4684,4684.0,,bkB1.,Olmesartan,Olmesartan medoxomil 10mg tablet,Olmesartan,10 mg,,Angiotensin-II Receptor Antagonists,False,False
4685,4685.0,,bkB2.,Olmesartan,Olmesartan medoxomil 20mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4686,4686.0,,bkB3.,Olmesartan,Olmesartan medoxomil 40mg tablet,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4687,4687.0,,bkB4.,Olmetec,Olmetec 10mg tablet,Olmesartan,10 mg,,Angiotensin-II Receptor Antagonists,False,False
4688,4688.0,,bkB5.,Olmetec,Olmetec 20mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4689,4689.0,,bkB6.,Olmetec,Olmetec 40mg tablet,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4690,4690.0,,bkC..,Olmesartan,Hydrochlorothiazide + Olmesartan,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,True
4691,4691.0,,bkC1.,Olmetec,Olmetec Plus 20mg/12.5mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4692,4692.0,,bkC2.,Olmetec,Olmetec Plus 20mg/25mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4693,4693.0,,bkC3.,Olmetec,OLMETEC PLUS 40mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4694,4694.0,,bkCx.,Olmesartan,OLMESARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,True
4695,4695.0,,bkCy.,Olmesartan,Olmesartan + hydrochlorothiazide 20mg/25mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,True
4696,4696.0,,bkCz.,Olmesartan,Olmesartan + hydrochlorothiazide 20mg/12.5mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,True
4697,4697.0,,bkD..,Valsartan,AMLODIPINE + VALSARTAN,Valsartan,,,Angiotensin-II Receptor Antagonists,True,False
4698,4698.0,,bkD1.,Valsartan,AMLODIPINE+VALSARTAN 5mg/80mg tablets,Valsartan,5 mg,,Angiotensin-II Receptor Antagonists,True,False
4699,4699.0,,bkD2.,Valsartan,AMLODIPINE+VALSARTAN 5mg/160mg tablets,Valsartan,5 mg,,Angiotensin-II Receptor Antagonists,True,False
4700,4700.0,,bkD3.,Valsartan,AMLODIPINE+VALSARTAN 10mg/160mg tablets,Valsartan,10 mg,,Angiotensin-II Receptor Antagonists,True,False
4701,4701.0,,bkE1.,Thelin,THELIN 100mg tablets,Sitaxentan Sodium,100 mg,,Vasodilator Antihypertensive Drugs,False,False
4702,4702.0,,bkEz.,Sitaxentan Sod,SITAXENTAN SODIUM 100mg tablets,Sitaxentan Sodium,100 mg,,Vasodilator Antihypertensive Drugs,False,False
4703,4703.0,,bkF..,Aliskiren,ALISKIREN,Aliskiren,,,Renin Inhibitors,False,False
4704,4704.0,,bkF1.,Rasilez,RASILEZ 150mg tablets,Aliskiren,150 mg,,Renin Inhibitors,False,False
4705,4705.0,,bkF2.,Rasilez,RASILEZ 300mg tablets,Aliskiren,300 mg,,Renin Inhibitors,False,False
4706,4706.0,,bkFy.,Aliskiren,ALISKIREN 300mg tablets,Aliskiren,300 mg,,Renin Inhibitors,False,False
4707,4707.0,,bkFz.,Aliskiren,ALISKIREN 150mg tablets,Aliskiren,150 mg,,Renin Inhibitors,False,False
4708,4708.0,,bkG..,Ambrisentan,AMBRISENTAN,Ambrisentan,,,Vasodilator Antihypertensive Drugs,False,False
4709,4709.0,,bkG1.,Volibris,VOLIBRIS 5mg tablets,Ambrisentan,5 mg,,Vasodilator Antihypertensive Drugs,False,False
4710,4710.0,,bkG2.,Volibris,VOLIBRIS 10mg tablets,Ambrisentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
4711,4711.0,,bkGy.,Ambrisentan,AMBRISENTAN 10mg tablets,Ambrisentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
4712,4712.0,,bkGz.,Ambrisentan,AMBRISENTAN 5mg tablets,Ambrisentan,5 mg,,Vasodilator Antihypertensive Drugs,False,False
4713,4713.0,,bkH..,Olmesartan,OLMESARTAN+AMLODIPINE,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,False
4714,4714.0,,bkH1.,Sevikar,SEVIKAR 20mg/5mg tablets,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4715,4715.0,,bkH2.,Sevikar,SEVIKAR 40mg/5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4716,4716.0,,bkH3.,Sevikar,SEVIKAR 40mg/10mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4717,4717.0,,bkHx.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/10mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,True,False
4718,4718.0,,bkHy.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,True,False
4719,4719.0,,bkHz.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 20mg/5mg tablets,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,True,False
4720,4720.0,,bkI..,Olmesartan,OLMESARTAN+AMLODIPINE+HYDROCHLOROTHIAZIDE,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
4721,4721.0,,bkI1.,Sevikar,SEVIKAR HCT 20mg/5mg/12.5mg tablets,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4722,4722.0,,bkI2.,Sevikar,SEVIKAR HCT 40mg/5mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4723,4723.0,,bkI3.,Sevikar,SEVIKAR HCT 40mg/10mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4724,4724.0,,bkI4.,Sevikar,SEVIKAR HCT 40mg/5mg/25mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4725,4725.0,,bkI5.,Sevikar,SEVIKAR HCT 40mg/10mg/25mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4726,4726.0,,bkJ1.,Edarbi,EDARBI 20mg tablets,Azilsartan Medoxomil,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4727,4727.0,,bkJ2.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 20mg tablets,Azilsartan Medoxomil,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4728,4728.0,,bkJ3.,Edarbi,EDARBI 40mg tablets,Azilsartan Medoxomil,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4729,4729.0,,bkJ4.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 40mg tablets,Azilsartan Medoxomil,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4730,4730.0,,bkJ5.,Edarbi,EDARBI 80mg tablets,Azilsartan Medoxomil,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4731,4731.0,,bkJ6.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 80mg tablets,Azilsartan Medoxomil,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4732,4732.0,,bkK..,Macitentan,MACITENTAN,Macitentan,,,Vasodilator Antihypertensive Drugs,False,False
4733,4733.0,,bkK1.,Opsumit,OPSUMIT 10mg tablets,Macitentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
4734,4734.0,,bkK2.,Macitentan,MACITENTAN 10mg tablets,Macitentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
4735,4735.0,,bkL..,Valsartan,SACUBITRIL+VALSARTAN,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
4736,4736.0,,bkL1.,Entresto,ENTRESTO 24mg/26mg tablets,Sacubitril/Valsartan,24 mg,,Angiotensin-II Receptor Antagonists,False,False
4737,4737.0,,bkL2.,Valsartan,SACUBITRIL+VALSARTAN 24mg/26mg tablets,Valsartan,24 mg,,Angiotensin-II Receptor Antagonists,False,False
4738,4738.0,,bkL3.,Entresto,ENTRESTO 49mg/51mg tablets,Sacubitril/Valsartan,49 mg,,Angiotensin-II Receptor Antagonists,False,False
4739,4739.0,,bkL4.,Valsartan,SACUBITRIL+VALSARTAN 49mg/51mg tablets,Valsartan,49 mg,,Angiotensin-II Receptor Antagonists,False,False
4740,4740.0,,bkL5.,Entresto,ENTRESTO 97mg/103mg tablets,Sacubitril/Valsartan,97 mg,,Angiotensin-II Receptor Antagonists,False,False
4741,4741.0,,bkL6.,Valsartan,SACUBITRIL+VALSARTAN 97mg/103mg tablets,Valsartan,97 mg,,Angiotensin-II Receptor Antagonists,False,False
4742,4742.0,,blca.,Lotens,Felotens XL 5mg m/r tablet,Guanethidine Monosulfate,5 mg,,Adrenergic Neurone Blocking Drugs,True,False
4743,4743.0,,blcb.,Lotens,Felotens XL 10mg m/r tablet,Guanethidine Monosulfate,10 mg,,Adrenergic Neurone Blocking Drugs,True,False
4744,4744.0,,blct.,Lotens,FELOTENS XL 2.5mg m/r tablets,Guanethidine Monosulfate,2.5 mg,,Adrenergic Neurone Blocking Drugs,True,False
4745,4745.0,,bn7..,Iloprost,Iloprost,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
4746,4746.0,,bn71.,Iloprost,Iloprost 100micrograms/1mL infusion concentrate,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
4747,4747.0,,bn72.,Iloprost,Iloprost 10micrograms/mL nebuliser solution 2mL ampoule,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
4748,4748.0,,bn73.,Ventavis,Ventavis 10micrograms/mL nebuliser solution 2mL ampoule,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
4749,4749.0,,bn74.,Ventavis,VENTAVIS 10micrograms/mL nebuliser solution 1mL ampoules,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
4750,4750.0,,bn75.,Iloprost,ILOPROST 10micrograms/mL nebuliser solution 1mL ampoules,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
4751,4751.0,,f71..,Diazoxide,Diazoxide [endocrine use],Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
4752,4752.0,,f71x.,Diazoxide,Diazoxide 50mg capsule,Diazoxide,50 mg,,Vasodilator Antihypertensive Drugs,False,False
4753,4753.0,,f71y.,Diazoxide,Diazoxide oral powder,Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
4754,4754.0,,f71z.,Diazoxide,Diazoxide 50mg tablet,Diazoxide,50 mg,,Vasodilator Antihypertensive Drugs,False,False
4755,4755.0,,gc41.,Dibenyline,Dibenyline 10mg capsule,Phenoxybenzamine Hydrochloride,10 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
4756,4756.0,,gc51.,Hytrin,Hytrin BPH tablet starter pack,Terazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4757,4757.0,,gc52.,Hytrin,Hytrin BPH 2mg tablet,Terazosin Hydrochloride,2 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
4758,4758.0,,gc53.,Hytrin,Hytrin BPH 5mg tablet,Terazosin Hydrochloride,5 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
4759,4759.0,,gc54.,Hytrin,Hytrin BPH 10mg tablet,Terazosin Hydrochloride,10 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
4760,4760.0,,gc55.,Hytrin,HYTRIN BPH 1mg tablets,Terazosin Hydrochloride,1 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
4761,4761.0,,gh57.,Revatio,Revatio 20mg tablet,Sildenafil(Vasodilator Antihypertensive),20 mg,,Vasodilator Antihypertensive Drugs,False,False
4762,4762.0,,gh58.,Revatio,REVATIO 40mg/50mL solution for injection,Sildenafil(Vasodilator Antihypertensive),40 mg/50 ml,,Vasodilator Antihypertensive Drugs,False,False
4763,4763.0,,gh59.,Revatio,REVATIO 10mg/12.5mL solution for injection,Sildenafil(Vasodilator Antihypertensive),10 mg,,Vasodilator Antihypertensive Drugs,False,False
4764,4764.0,,gh5A.,Revatio,REVATIO 10mg/mL oral suspension,Sildenafil(Vasodilator Antihypertensive),10 mg/mL,,Vasodilator Antihypertensive Drugs,False,False
4765,4765.0,,gh75.,Adcirca,ADCIRCA 20mg tablets,Tadalafil (Vasodilator Antihypertensive),20 mg,,Vasodilator Antihypertensive Drugs,False,False
4766,4766.0,,id14.,Tenex,Glutenex biscuits 18x14g,Guanfacine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
4767,4767.0,,idGN.,Tenex,GLUTENEX GF white bread mix 500g,Guanfacine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
4768,4768.0,,ih...,Hypercal,Treatment of hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
4769,4769.0,,mb3..,Minoxidil,Minoxidil [androgen alopecia],Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
4770,4770.0,,mb31.,Minoxidil,Minoxidil 20mg/mL topical liquid,Minoxidil,20 mg/mL,,Vasodilator Antihypertensive Drugs,False,False
4771,4771.0,,mb33.,Minoxidil,Minoxidil 50mg/mL topical liquid,Minoxidil,50 mg/mL,,Vasodilator Antihypertensive Drugs,False,False
4772,4772.0,,mb37.,Minoxidil,MINOXIDIL 5% cutaneous foam,Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
4773,4773.0,,x001j,Captopril,Captopril+diuretic,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4774,4774.0,,x007H,Lisinopril,Lisinopril+diuretic,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4775,4775.0,,x007d,Methyldopa,Methyldopa+diuretic,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
4776,4776.0,,x00en,Accupro,Accupro 5mg tablet,Quinapril Hydrochloride,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4777,4777.0,,x00eo,Accupro,Accupro 10mg tablet,Quinapril Hydrochloride,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4778,4778.0,,x00ep,Accupro,Accupro 20mg tablet,Quinapril Hydrochloride,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4779,4779.0,,x00eq,Acezide,Acezide tablet,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4780,4780.0,,x00f0,Capozide,Capozide tablet,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4781,4781.0,,x00f1,Capozide,Capozide LS tablet,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4782,4782.0,,x00fw,Renitec,Renitec 5mg tablet,Enalapril Maleate,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4783,4783.0,,x01CO,Indoramin,Indoramin product,Indoramin,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4784,4784.0,,x01CO,Indoramin,Indoramin,Indoramin,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4785,4785.0,,x01Dk,Thelin,Propantheline,Sitaxentan Sodium,,,Vasodilator Antihypertensive Drugs,False,False
4786,4786.0,,x01OE,Tenex,Glutenex biscuits,Guanfacine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
4787,4787.0,,x01Qg,Perindopril,Perindopril,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4788,4788.0,,x01RL,Diazoxide,Diazoxide,Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
4789,4789.0,,x02Sb,Accupro,Accupro,Quinapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4790,4790.0,,x02Sc,Accuretic,Accuretic,Quinapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4791,4791.0,,x02Sd,Acepril,Acepril,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4792,4792.0,,x02TQ,Alphavase,Alphavase,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4793,4793.0,,x02U9,Apresoline,Apresoline,Hydralazine Hydrochloride,,,Vasodilator Antihypertensive Drugs,False,False
4794,4794.0,,x02UJ,Arfonad,Arfonad,Trimetaphan Camsilate,,,Ganglion-Blocking Drugs,False,False
4795,4795.0,,x02Uy,Baratol,Baratol,Indoramin,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4796,4796.0,,x02VF,Bendogen,Bendogen,Betanidine Sulfate,,,Adrenergic Neurone Blocking Drugs,False,False
4797,4797.0,,x02Wf,Capoten,Capoten,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4798,4798.0,,x02Wj,Carace,Carace,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4799,4799.0,,x02Wk,Carace Plus,Carace Plus,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4800,4800.0,,x02Wv,Catapres,Catapres,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
4801,4801.0,,x02YD,Coversyl,Coversyl,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4802,4802.0,,x02YE,Cozaar,Cozaar,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
4803,4803.0,,x02Yr,Declinax,Declinax,Debrisoquine Sulfate,,,Adrenergic Neurone Blocking Drugs,False,False
4804,4804.0,,x02Yz,Demser,Demser,Metirosine,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4805,4805.0,,x02Za,Dibenyline,Dibenyline,Phenoxybenzamine Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4806,4806.0,,x02aO,Dopamet,Dopamet,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
4807,4807.0,,x02eC,Gopten,Gopten,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4808,4808.0,,x02fA,Hydromet,Hydromet,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
4809,4809.0,,x02fG,Hypovase,Hypovase,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4810,4810.0,,x02fH,Hytrin,Hytrin,Terazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4811,4811.0,,x02fI,Hytrin,Hytrin BPH,Terazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4812,4812.0,,x02fl,Innovace,Innovace,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4813,4813.0,,x02fm,Innozide,Innozide,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4814,4814.0,,x02hq,Loniten,Loniten,Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
4815,4815.0,,x02iU,Medomet,Medomet,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
4816,4816.0,,x02ij,Metalpha,Metalpha,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
4817,4817.0,,x02lk,Odrik,Odrik,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4818,4818.0,,x02pJ,Renitec,Renitec,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4819,4819.0,,x02q3,Rogitine,Rogitine,Phentolamine Mesilate,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4820,4820.0,,x02rU,Staril,Staril,Fosinopril Sodium,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4821,4821.0,,x02tS,Tritace,Tritace,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4822,4822.0,,x02u7,Vascace,Vascace,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4823,4823.0,,x02uy,Zestoretic,Zestoretic,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4824,4824.0,,x03ce,Perdix,Perdix,Moexipril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4825,4825.0,,x03dG,Kentovace,Kentovace,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4826,4826.0,,x03h1,Zestril,Zestril,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4827,4827.0,,x03i1,Physiotens,Physiotens,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
4828,4828.0,,x03kD,Ecopace,Ecopace,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4829,4829.0,,x03lH,Kaplon,Kaplon,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4830,4830.0,,x03lt,Cozaar,Cozaar-Comp,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
4831,4831.0,,x03qX,Aprovel,Aprovel,Irbesartan,,,Angiotensin-II Receptor Antagonists,False,False
4832,4832.0,,x03rX,Tarka,Tarka,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4833,4833.0,,x03xa,Diovan,Diovan,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
4834,4834.0,,x03zU,Cozaar,Cozaar Half Strength,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
4835,4835.0,,x040z,Capozide,Capozide,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4836,4836.0,,x0410,Capozide,Capozide LS,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4837,4837.0,,x0411,Carace,Carace 10 Plus,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4838,4838.0,,x0412,Carace,Carace 20 Plus,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4839,4839.0,,x047M,Acezide,Acezide,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4840,4840.0,,x04A0,Zestoretic,Zestoretic 10,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4841,4841.0,,x04A1,Zestoretic,Zestoretic 20,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4842,4842.0,,x04bR,Amias,Amias,Candesartan Cilexetil,,,Angiotensin-II Receptor Antagonists,False,False
4843,4843.0,,x04c7,Innovace,Innovace Melt,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4844,4844.0,,x04t5,Hyteneze,Hyteneze 12.5,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4845,4845.0,,x04t6,Hyteneze,Hyteneze 25,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4846,4846.0,,x04t7,Hyteneze,Hyteneze 50,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4847,4847.0,,x04t8,Tensopril,Tensopril,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
