,Unnamed: 0,bnf_code,brand_name,presentation,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
2171,2171.0,0202020H0BDAAAB,Reomax,Reomax_Tab 50mg,Etacrynic Acid,,50 mg,diuretic,False,True
2172,2172.0,0202020L0AAA1A1,Furosemide,Furosemide_Susp 80mg/5ml,Furosemide,,80 mg/5 ml,diuretic,False,True
2173,2173.0,0202020L0AAA2A2,Furosemide,Furosemide_Inj 40mg/ml 2ml Amp,Furosemide,,40 mg/mL,diuretic,False,True
2174,2174.0,0202020L0AAA3A3,Furosemide,Furosemide_Mix 50mg/5ml,Furosemide,,50 mg/5 ml,diuretic,False,True
2175,2175.0,0202020L0AAA4A4,Furosemide,Furosemide_Susp 10mg/5ml,Furosemide,,10 mg/5 ml,diuretic,False,True
2176,2176.0,0202020L0AAA5A5,Furosemide,Furosemide_Elix 20mg/5ml             @gn,Furosemide,,20 mg/5 ml,diuretic,False,True
2177,2177.0,0202020L0AAA6A6,Furosemide,Furosemide_Susp 50mg/5ml,Furosemide,,50 mg/5 ml,diuretic,False,True
2178,2178.0,0202020L0AAA7A7,Furosemide,Furosemide_Susp 20mg/5ml,Furosemide,,20 mg/5 ml,diuretic,False,True
2179,2179.0,0202020L0AAA8A8,Furosemide,Furosemide_Susp 40mg/5ml,Furosemide,,40 mg/5 ml,diuretic,False,True
2180,2180.0,0202020L0AAA9A9,Furosemide,Furosemide_Susp 125mg/5ml,Furosemide,,125 mg/5 ml,diuretic,False,True
2181,2181.0,0202020L0AAAAAA,Furosemide,Furosemide_Inj 10mg/ml 2ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2182,2182.0,0202020L0AAABAB,Furosemide,Furosemide_Inj 10mg/ml 5ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2183,2183.0,0202020L0AAACAC,Furosemide,Furosemide_Inj 10mg/ml 8ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2184,2184.0,0202020L0AAADAD,Furosemide,Furosemide_Inj 10mg/ml 25ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2185,2185.0,0202020L0AAAEAE,Furosemide,Furosemide_Inj 10mg/ml 2ml Vl,Furosemide,,10 mg/mL,diuretic,False,True
2186,2186.0,0202020L0AAAFAF,Furosemide,Furosemide_Inj 50mg/2ml Amp,Furosemide,,50 mg/2 ml,diuretic,False,True
2187,2187.0,0202020L0AAAGAG,Furosemide,Furosemide_Inj 500mg/5ml Amp,Furosemide,,500 mg/5 ml,diuretic,False,True
2188,2188.0,0202020L0AAAHAH,Furosemide,Furosemide_Inj 20mg/ml 2ml Amp,Furosemide,,20 mg/mL,diuretic,False,True
2189,2189.0,0202020L0AAAIAI,Furosemide,Furosemide_Susp 5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2190,2190.0,0202020L0AAAJAJ,Furosemide,Furosemide_Susp 7mg/5ml,Furosemide,,7 mg/5 ml,diuretic,False,True
2191,2191.0,0202020L0AAAKAK,Furosemide,Furosemide_Syr 2mg/5ml,Furosemide,,2 mg/5 ml,diuretic,False,True
2192,2192.0,0202020L0AAALAL,Furosemide,Furosemide_Syr 5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2193,2193.0,0202020L0AAAMAM,Furosemide,Furosemide_Syr 10mg/5ml,Furosemide,,10 mg/5 ml,diuretic,False,True
2194,2194.0,0202020L0AAANAN,Furosemide,Furosemide_Syr 25mg/5ml,Furosemide,,25 mg/5 ml,diuretic,False,True
2195,2195.0,0202020L0AAAPAP,Furosemide,Furosemide_Syr 30mg/5ml,Furosemide,,30 mg/5 ml,diuretic,False,True
2196,2196.0,0202020L0AAAQAQ,Furosemide,Furosemide_Syr 40mg/5ml,Furosemide,,40 mg/5 ml,diuretic,False,True
2197,2197.0,0202020L0AAARAR,Furosemide,Furosemide_Syr 50mg/5ml,Furosemide,,50 mg/5 ml,diuretic,False,True
2198,2198.0,0202020L0AAASAS,Furosemide,Furosemide_Syr 20mg/5ml,Furosemide,,20 mg/5 ml,diuretic,False,True
2199,2199.0,0202020L0AAATAT,Furosemide,Furosemide_Oral Soln 5mg/5ml S/F,Furosemide,,5 mg/5 ml,diuretic,False,True
2200,2200.0,0202020L0AAAUAU,Furosemide,Furosemide_Mix 10mg/5ml,Furosemide,,10 mg/5 ml,diuretic,False,True
2201,2201.0,0202020L0AAAVAV,Furosemide,Furosemide_Mix 20mg/5ml,Furosemide,,20 mg/5 ml,diuretic,False,True
2202,2202.0,0202020L0AAAWAW,Furosemide,Furosemide_Mix 40mg/5ml,Furosemide,,40 mg/5 ml,diuretic,False,True
2203,2203.0,0202020L0AAAXAX,Furosemide,Furosemide_Inj 20mg/5ml Amp,Furosemide,,20 mg/5 ml,diuretic,False,True
2204,2204.0,0202020L0AAAYAY,Furosemide,Furosemide_Elix 40mg/5ml             @gn,Furosemide,,40 mg/5 ml,diuretic,False,True
2205,2205.0,0202020L0AAAZAZ,Furosemide,Furosemide_Elix 50mg/5ml             @gn,Furosemide,,50 mg/5 ml,diuretic,False,True
2206,2206.0,0202020L0AABABA,Furosemide,Furosemide_Pdrs 10mg,Furosemide,,10 mg,diuretic,False,True
2207,2207.0,0202020L0AABBBB,Furosemide,Furosemide_Tab 20mg,Furosemide,,20 mg,diuretic,False,True
2208,2208.0,0202020L0AABCBC,Furosemide,Furosemide_Tab 30mg,Furosemide,,30 mg,diuretic,False,True
2209,2209.0,0202020L0AABDBD,Furosemide,Furosemide_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2210,2210.0,0202020L0AABEBE,Furosemide,Furosemide_Tab 50mg,Furosemide,,50 mg,diuretic,False,True
2211,2211.0,0202020L0AABFBF,Furosemide,Furosemide_Tab 80mg,Furosemide,,80 mg,diuretic,False,True
2212,2212.0,0202020L0AABGBG,Furosemide,Furosemide_Tab 120mg,Furosemide,,120 mg,diuretic,False,True
2213,2213.0,0202020L0AABHBH,Furosemide,Furosemide_Tab 250mg,Furosemide,,250 mg,diuretic,False,True
2214,2214.0,0202020L0AABIBI,Furosemide,Furosemide_Tab 500mg,Furosemide,,500 mg,diuretic,False,True
2215,2215.0,0202020L0AABJBJ,Furosemide,Furosemide_Tab 5mg,Furosemide,,5 mg,diuretic,False,True
2216,2216.0,0202020L0AABKBK,Furosemide,Furosemide_Pdr,Furosemide,,,diuretic,False,True
2217,2217.0,0202020L0AABLBL,Furosemide,Furosemide_Pdrs 5mg,Furosemide,,5 mg,diuretic,False,True
2218,2218.0,0202020L0AABMBM,Furosemide,Furosemide_Mix 15mg/5ml,Furosemide,,15 mg/5 ml,diuretic,False,True
2219,2219.0,0202020L0AABNBN,Furosemide,Furosemide_Oral Soln 40mg/5ml S/F,Furosemide,,40 mg/5 ml,diuretic,False,True
2220,2220.0,0202020L0AABPBP,Furosemide,Furosemide_Oral Soln 50mg/5ml S/F,Furosemide,,50 mg/5 ml,diuretic,False,True
2221,2221.0,0202020L0AABQBQ,Furosemide,Furosemide_Oral Soln 20mg/5ml S/F,Furosemide,,20 mg/5 ml,diuretic,False,True
2222,2222.0,0202020L0AABRBR,Furosemide,Furosemide_Susp 3mg/5ml,Furosemide,,3 mg/5 ml,diuretic,False,True
2223,2223.0,0202020L0AABSBS,Furosemide,Furosemide_Inj 10mg/ml 8ml Pfs,Furosemide,,10 mg/mL,diuretic,False,True
2224,2224.0,0202020L0AABTBT,Furosemide,Furosemide_Inj 10mg/ml 25ml Pfs,Furosemide,,10 mg/mL,diuretic,False,True
2225,2225.0,0202020L0AABUBU,Furosemide,Furosemide_Susp 8mg/5ml,Furosemide,,8 mg/5 ml,diuretic,False,True
2226,2226.0,0202020L0AABVBV,Furosemide,Furosemide_Susp 25mg/5ml,Furosemide,,25 mg/5 ml,diuretic,False,True
2227,2227.0,0202020L0AABWBW,Furosemide,Furosemide_Oral Liq @spec,Furosemide,,,diuretic,False,True
2228,2228.0,0202020L0AABXBX,Furosemide,Furosemide_Liq Spec 50mg/5ml,Furosemide,,50 mg/5 ml,diuretic,False,True
2229,2229.0,0202020L0AABYBY,Furosemide,Furosemide_Liq Spec 40mg/5ml,Furosemide,,40 mg/5 ml,diuretic,False,True
2230,2230.0,0202020L0AABZBZ,Furosemide,Furosemide_Liq Spec 20mg/5ml,Furosemide,,20 mg/5 ml,diuretic,False,True
2231,2231.0,0202020L0AACACA,Furosemide,Furosemide_Liq Spec 5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2232,2232.0,0202020L0AACBCB,Furosemide,Furosemide_Liq Spec 80mg/5ml,Furosemide,,80 mg/5 ml,diuretic,False,True
2233,2233.0,0202020L0AACCCC,Furosemide,Furosemide_Liq Spec 30mg/5ml,Furosemide,,30 mg/5 ml,diuretic,False,True
2234,2234.0,0202020L0AACDCD,Furosemide,Furosemide_Liq Spec 10mg/5ml,Furosemide,,10 mg/5 ml,diuretic,False,True
2235,2235.0,0202020L0AACECE,Furosemide,Furosemide_Liq Spec 60mg/5ml,Furosemide,,60 mg/5 ml,diuretic,False,True
2236,2236.0,0202020L0AACFCF,Furosemide,Furosemide_Liq Spec 120mg/5ml,Furosemide,,120 mg/5 ml,diuretic,False,True
2237,2237.0,0202020L0AACGCG,Furosemide,Furosemide_Liq Spec 12.5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2238,2238.0,0202020L0AACHCH,Furosemide,Furosemide_Liq Spec 250mg/5ml,Furosemide,,250 mg/5 ml,diuretic,False,True
2239,2239.0,0202020L0AACICI,Furosemide,Furosemide_Liq Spec 6.5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2240,2240.0,0202020L0AACJCJ,Furosemide,Furosemide_Liq Spec 15mg/5ml,Furosemide,,15 mg/5 ml,diuretic,False,True
2241,2241.0,0202020L0AACKCK,Furosemide,Furosemide_Liq Spec 2mg/5ml,Furosemide,,2 mg/5 ml,diuretic,False,True
2242,2242.0,0202020L0AACLCL,Furosemide,Furosemide_Liq Spec 1mg/5ml,Furosemide,,1 mg/5 ml,diuretic,False,True
2243,2243.0,0202020L0AACMCM,Furosemide,Furosemide_Liq Spec 3mg/5ml,Furosemide,,3 mg/5 ml,diuretic,False,True
2244,2244.0,0202020L0AACNCN,Furosemide,Furosemide_Liq Spec 100mg/5ml,Furosemide,,100 mg/5 ml,diuretic,False,True
2245,2245.0,0202020L0AACPCP,Furosemide,Furosemide_Liq Spec 25mg/5ml,Furosemide,,25 mg/5 ml,diuretic,False,True
2246,2246.0,0202020L0AACQCQ,Furosemide,Furosemide_Inj 100mg/ml 1ml Amp,Furosemide,,100 mg/mL,diuretic,False,True
2247,2247.0,0202020L0AACRCR,Furosemide,Furosemide_Liq Spec 500mg/5ml,Furosemide,,500 mg/5 ml,diuretic,False,True
2248,2248.0,0202020L0AACSCS,Furosemide,Furosemide_Liq Spec 35mg/5ml,Furosemide,,35 mg/5 ml,diuretic,False,True
2249,2249.0,0202020L0AACTCT,Furosemide,Furosemide_Liq Spec 4.5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2250,2250.0,0202020L0AACUCU,Furosemide,Furosemide_Cap 20mg,Furosemide,,20 mg,diuretic,False,True
2251,2251.0,0202020L0AACVCV,Furosemide,Furosemide_Cap 30mg,Furosemide,,30 mg,diuretic,False,True
2252,2252.0,0202020L0AACWCW,Furosemide,Furosemide_Cap 40mg,Furosemide,,40 mg,diuretic,False,True
2253,2253.0,0202020L0AACXCX,Furosemide,Furosemide_Liq Spec 200mg/5ml,Furosemide,,200 mg/5 ml,diuretic,False,True
2254,2254.0,0202020L0AACYCY,Furosemide,Furosemide_Liq Spec 37.5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2255,2255.0,0202020L0AACZCZ,Furosemide,Furosemide_Cap 15mg,Furosemide,,15 mg,diuretic,False,True
2256,2256.0,0202020L0AADADA,Furosemide,Furosemide_Liq Spec 330mg/5ml,Furosemide,,330 mg/5 ml,diuretic,False,True
2257,2257.0,0202020L0AADBDB,Furosemide,Furosemide_Oral Soln 50mg/5ml S/F    @gn,Furosemide,,50 mg/5 ml,diuretic,False,True
2258,2258.0,0202020L0AADCDC,Furosemide,Furosemide_Oral Soln 20mg/5ml S/F    @gn,Furosemide,,20 mg/5 ml,diuretic,False,True
2259,2259.0,0202020L0AADDDD,Furosemide,Furosemide_Liq Spec 8mg/5ml,Furosemide,,8 mg/5 ml,diuretic,False,True
2260,2260.0,0202020L0AADEDE,Furosemide,Furosemide_Liq Spec 4mg/5ml,Furosemide,,4 mg/5 ml,diuretic,False,True
2261,2261.0,0202020L0AADFDF,Furosemide,Furosemide_Liq Spec 3.4mg/5ml,Furosemide,,4 mg/5 ml,diuretic,False,True
2262,2262.0,0202020L0AADGDG,Furosemide,Furosemide_Oral Soln 5mg/5ml S/F     @gn,Furosemide,,5 mg/5 ml,diuretic,False,True
2263,2263.0,0202020L0AADHDH,Furosemide,Furosemide_Inj 50mg/ml 5ml Vl,Furosemide,,50 mg/mL,diuretic,False,True
2264,2264.0,0202020L0AADIDI,Furosemide,Furosemide_Inj 10mg/ml 25ml Vl,Furosemide,,10 mg/mL,diuretic,False,True
2265,2265.0,0202020L0AADJDJ,Furosemide,Furosemide_Oral Soln 5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2266,2266.0,0202020L0AADKDK,Furosemide,Furosemide_Oral Susp 5mg/5ml,Furosemide,,5 mg/5 ml,diuretic,False,True
2267,2267.0,0202020L0BCAAAA,Diuresal,Diuresal_Inj 10mg/ml 2ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2268,2268.0,0202020L0BCABAB,Diuresal,Diuresal_Inj 10mg/ml 5ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2269,2269.0,0202020L0BCACBD,Diuresal,Diuresal_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2270,2270.0,0202020L0BCADBI,Diuresal,Diuresal_Tab 500mg,Furosemide,,500 mg,diuretic,False,True
2271,2271.0,0202020L0BDAAAA,Dryptal,Dryptal_Inj 10mg/ml 2ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2272,2272.0,0202020L0BDABAB,Dryptal,Dryptal_Inj 10mg/ml 5ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2273,2273.0,0202020L0BDACAD,Dryptal,Dryptal_Inj 10mg/ml 25ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2274,2274.0,0202020L0BDADBD,Dryptal,Dryptal_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2275,2275.0,0202020L0BDAEBI,Dryptal,Dryptal_Tab 500mg,Furosemide,,500 mg,diuretic,False,True
2276,2276.0,0202020L0BDAFBB,Dryptal,Dryptal_Tab 20mg,Furosemide,,20 mg,diuretic,False,True
2277,2277.0,0202020L0BGAAAT,Lasix,Lasix_Gran For Paed Liq 1mg/1ml S/F,Furosemide,,1 mg/1 ml,diuretic,False,True
2278,2278.0,0202020L0BGABAA,Lasix,Lasix_Inj Soln 10mg/ml 2ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2279,2279.0,0202020L0BGADAB,Lasix,Lasix_Inj Soln 10mg/ml 5ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2280,2280.0,0202020L0BGAEAD,Lasix,Lasix_Inj Soln 10mg/ml 25ml Amp,Furosemide,,10 mg/mL,diuretic,False,True
2281,2281.0,0202020L0BGAFA0,Lasix,Lasix Ret_Cap 30mg (Import),Furosemide,,30 mg,diuretic,False,True
2282,2282.0,0202020L0BGAGBB,Lasix,Lasix_Tab 20mg,Furosemide,,20 mg,diuretic,False,True
2283,2283.0,0202020L0BGAHBD,Lasix,Lasix_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2284,2284.0,0202020L0BGAIBI,Lasix,Lasix_Tab 500mg,Furosemide,,500 mg,diuretic,False,True
2285,2285.0,0202020L0BIAAA0,Minjet Furosemide,Minjet_Furosemide 10mg/ml 12ml Pfs,Furosemide,,10 mg/mL,diuretic,False,True
2286,2286.0,0202020L0BIACA0,Minjet Furosemide,Minjet_Furosemide 10mg/ml 4ml Pfs,Furosemide,,10 mg/mL,diuretic,False,True
2287,2287.0,0202020L0BIAEA0,Minjet Furosemide,Minjet_Furosemide 10mg/ml 10ml Pfs,Furosemide,,10 mg/mL,diuretic,False,True
2288,2288.0,0202020L0BIAFBT,Minjet Furosemide,Minjet_Furosemide 10mg/ml 25ml Pfs,Furosemide,,10 mg/mL,diuretic,False,True
2289,2289.0,0202020L0BIAGBS,Minjet Furosemide,Minjet_Furosemide 10mg/ml 8ml Pfs,Furosemide,,10 mg/mL,diuretic,False,True
2290,2290.0,0202020L0BLAAAB,Frumil (Parent),Frumil_Inj 10mg/ml 5ml Amp,Furosemide,,10 mg/mL,diuretic,False,False
2291,2291.0,0202020L0BMAABB,Aluzine,Aluzine 20_Tab 20mg,Furosemide,,20 mg,diuretic,False,True
2292,2292.0,0202020L0BMABBD,Aluzine,Aluzine 40_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2293,2293.0,0202020L0BMACBI,Aluzine,Aluzine 500_Tab 500mg,Furosemide,,500 mg,diuretic,False,True
2294,2294.0,0202020L0BNAABD,Frusetic,Frusetic_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2295,2295.0,0202020L0BPAABD,Frusid,Frusid_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2296,2296.0,0202020L0BQAABD,Gx Furosemide,Gx Furosemide_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2297,2297.0,0202020L0BRAABD,Sarfrusemide,Sarfrusemide_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2298,2298.0,0202020L0BSAABD,Hydroled,Hydroled_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2299,2299.0,0202020L0BTAABB,Rusyde,Rusyde_Tab 20mg,Furosemide,,20 mg,diuretic,False,True
2300,2300.0,0202020L0BTABBD,Rusyde,Rusyde_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2301,2301.0,0202020L0BUAABD,Frumax,Frumax_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2302,2302.0,0202020L0BVAABB,Nu-Cross Furosemide,Nu-Cross_Furosemide Tab 20mg,Furosemide,,20 mg,diuretic,False,True
2303,2303.0,0202020L0BWAABD,Froop,Froop_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2304,2304.0,0202020L0BXAAAR,Tenkofruse,Tenkofruse_Tab 20mg,Furosemide,,20 mg,diuretic,False,True
2305,2305.0,0202020L0BXABBD,Tenkofruse,Tenkofruse_Tab 40mg,Furosemide,,40 mg,diuretic,False,True
2306,2306.0,0202020L0BZAABQ,Frusol,Frusol_Oral Soln 20mg/5ml S/F,Furosemide,,20 mg/5 ml,diuretic,False,True
2307,2307.0,0202020L0BZABBN,Frusol,Frusol_Oral Soln 40mg/5ml S/F,Furosemide,,40 mg/5 ml,diuretic,False,True
2308,2308.0,0202020L0BZACBP,Frusol,Frusol_Oral Soln 50mg/5ml S/F,Furosemide,,50 mg/5 ml,diuretic,False,True
2309,2309.0,0202020S0AAAAAA,Piretanide,Piretanide_Cap 6mg M/R,Piretanide,,6 mg,diuretic,False,True
2310,2310.0,0202020S0BBAAAA,Arelix,Arelix_Cap 6mg,Piretanide,,6 mg,diuretic,False,True
2311,2311.0,0202020U0AAAAAA,Torasemide,Torasemide_Tab 2.5mg,Torasemide,,2.5 mg,diuretic,False,True
2312,2312.0,0202020U0AAABAB,Torasemide,Torasemide_Tab 5mg,Torasemide,,5 mg,diuretic,False,True
2313,2313.0,0202020U0AAACAC,Torasemide,Torasemide_Tab 10mg,Torasemide,,10 mg,diuretic,False,True
2314,2314.0,0202020U0AAADAD,Torasemide,Torasemide_Inj 5mg/ml 2ml Amp,Torasemide,,5 mg/mL,diuretic,False,True
2315,2315.0,0202020U0AAAEAE,Torasemide,Torasemide_Inj 5mg/ml 4ml Amp,Torasemide,,5 mg/mL,diuretic,False,True
2316,2316.0,0202020U0BBAAAA,Torem,Torem 2.5_Tab 2.5mg,Torasemide,,2.5 mg,diuretic,False,True
2317,2317.0,0202020U0BBABAB,Torem,Torem 5_Tab 5mg,Torasemide,,5 mg,diuretic,False,True
2318,2318.0,0202020U0BBACAC,Torem,Torem 10_Tab 10mg,Torasemide,,10 mg,diuretic,False,True
2319,2319.0,0202020U0BBADAD,Torem,Torem_Inj 5mg/ml 2ml Amp,Torasemide,,5 mg/mL,diuretic,False,True
2320,2320.0,0202020U0BBAEAE,Torem,Torem_Inj 5mg/ml 4ml Amp,Torasemide,,5 mg/mL,diuretic,False,True
2321,2321.0,0202030C0AAA1A1,Amiloride HCl,Amiloride HCl_Liq Spec 1mg/5ml,Amiloride Hydrochloride,,1 mg/5 ml,diuretic,False,True
2322,2322.0,0202030C0AAA2A2,Amiloride HCl,Amiloride HCl_Liq Spec 3mg/5ml,Amiloride Hydrochloride,,3 mg/5 ml,diuretic,False,True
2323,2323.0,0202030C0AAA3A3,Amiloride HCl,Amiloride HCl_Liq Spec 4mg/5ml,Amiloride Hydrochloride,,4 mg/5 ml,diuretic,False,True
2324,2324.0,0202030C0AAA4A4,Amiloride HCl,Amiloride HCl_Liq Spec 2.5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2325,2325.0,0202030C0AAA5A5,Amiloride HCl,Amiloride HCl_Liq Spec 300mcg/5ml,Amiloride Hydrochloride,,,diuretic,False,True
2326,2326.0,0202030C0AAA6A6,Amiloride HCl,Amiloride HCl_Liq Spec 2mg/5ml,Amiloride Hydrochloride,,2 mg/5 ml,diuretic,False,True
2327,2327.0,0202030C0AAA7A7,Amiloride HCl,Amiloride HCl_Pdrs 600mcg,Amiloride Hydrochloride,,,diuretic,False,True
2328,2328.0,0202030C0AAA8A8,Amiloride HCl,Amiloride HCl_Liq Spec 1.5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2329,2329.0,0202030C0AAA9A9,Amiloride HCl,Amiloride HCl_Oral Soln 5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2330,2330.0,0202030C0AAAAAA,Amiloride HCl,Amiloride HCl_Cap,Amiloride Hydrochloride,,,diuretic,False,True
2331,2331.0,0202030C0AAABAB,Amiloride HCl,Amiloride HCl_Elix,Amiloride Hydrochloride,,,diuretic,False,True
2332,2332.0,0202030C0AAACAC,Amiloride HCl,Amiloride HCl_Tab 5mg,Amiloride Hydrochloride,,5 mg,diuretic,False,True
2333,2333.0,0202030C0AAADAD,Amiloride HCl,Amiloride HCl_Tab 10mg,Amiloride Hydrochloride,,10 mg,diuretic,False,True
2334,2334.0,0202030C0AAAFAF,Amiloride HCl,Amiloride HCl_Tab,Amiloride Hydrochloride,,,diuretic,False,True
2335,2335.0,0202030C0AAAGAG,Amiloride HCl,Amiloride HCl_Susp 5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2336,2336.0,0202030C0AAAHAH,Amiloride HCl,Amiloride HCl_Susp 400mcg/5ml,Amiloride Hydrochloride,,,diuretic,False,True
2337,2337.0,0202030C0AAAIAI,Amiloride HCl,Amiloride HCl_Soln 5mg/5ml S/F,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2338,2338.0,0202030C0AAAJAJ,Amiloride HCl,Amiloride HCl_Pdrs 1mg,Amiloride Hydrochloride,,1 mg,diuretic,False,True
2339,2339.0,0202030C0AAAKAK,Amiloride HCl,Amiloride HCl_Susp 2mg/5ml,Amiloride Hydrochloride,,2 mg/5 ml,diuretic,False,True
2340,2340.0,0202030C0AAALAL,Amiloride HCl,Amiloride HCl_Syr 2mg/5ml,Amiloride Hydrochloride,,2 mg/5 ml,diuretic,False,True
2341,2341.0,0202030C0AAAMAM,Amiloride HCl,Amiloride HCl_Susp 4mg/5ml,Amiloride Hydrochloride,,4 mg/5 ml,diuretic,False,True
2342,2342.0,0202030C0AAANAN,Amiloride HCl,Amiloride HCl_Susp 2.5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2343,2343.0,0202030C0AAAPAP,Amiloride HCl,Amiloride HCl_Susp 5mg/5ml S/F,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2344,2344.0,0202030C0AAAQAQ,Amiloride HCl,Amiloride HCl_Syr 5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2345,2345.0,0202030C0AAARAR,Amiloride HCl,Amiloride HCl_Susp 1mg/5ml,Amiloride Hydrochloride,,1 mg/5 ml,diuretic,False,True
2346,2346.0,0202030C0AAASAS,Amiloride HCl,Amiloride HCl_Oral Soln 5mg/5ml S/F,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2347,2347.0,0202030C0AAATAT,Amiloride HCl,Amiloride HCl_Syr 2.5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2348,2348.0,0202030C0AAAUAU,Amiloride HCl,Amiloride HCl_Susp 500mcg/5ml,Amiloride Hydrochloride,,,diuretic,False,True
2349,2349.0,0202030C0AAAVAV,Amiloride HCl,Amiloride HCl_Soln 1.5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2350,2350.0,0202030C0AAAWAW,Amiloride HCl,Amiloride HCl_Oral Liq @spec,Amiloride Hydrochloride,,,diuretic,False,True
2351,2351.0,0202030C0AAAXAX,Amiloride HCl,Amiloride HCl_Liq Spec 5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2352,2352.0,0202030C0AAAYAY,Amiloride HCl,Amiloride HCl_Liq Spec 400mcg/5ml,Amiloride Hydrochloride,,,diuretic,False,True
2353,2353.0,0202030C0AAAZAZ,Amiloride HCl,Amiloride HCl_Liq Spec 10mg/5ml,Amiloride Hydrochloride,,10 mg/5 ml,diuretic,False,True
2354,2354.0,0202030C0AABABA,Amiloride HCl,Amiloride HCl_Liq Spec 12.5mg/5ml,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2355,2355.0,0202030C0AABBBB,Amiloride HCl,Amiloride HCl_Liq Spec 1.7mg/5ml,Amiloride Hydrochloride,,7 mg/5 ml,diuretic,False,True
2356,2356.0,0202030C0AABCBC,Amiloride HCl,Amiloride HCl_Liq Spec 800mcg/5ml,Amiloride Hydrochloride,,,diuretic,False,True
2357,2357.0,0202030C0AABDBD,Amiloride HCl,Amiloride HCl_Liq Spec 500mcg/5ml,Amiloride Hydrochloride,,,diuretic,False,True
2358,2358.0,0202030C0AABEBE,Amiloride HCl,Amiloride HCl_Liq Spec 2.3mg/5ml,Amiloride Hydrochloride,,3 mg/5 ml,diuretic,False,True
2359,2359.0,0202030C0BBAAAC,Midamor,Midamor_Tab 5mg,Amiloride Hydrochloride,,5 mg,diuretic,False,True
2360,2360.0,0202030C0BCAAAC,Berkamil,Berkamil_Tab 5mg,Amiloride Hydrochloride,,5 mg,diuretic,False,True
2361,2361.0,0202030C0BDAAAC,Amilospare,Amilospare 5_Tab 5mg,Amiloride Hydrochloride,,5 mg,diuretic,False,True
2362,2362.0,0202030C0BEAAAC,Amoride,Amoride_Tab 5mg,Amiloride Hydrochloride,,5 mg,diuretic,False,True
2363,2363.0,0202030C0BFAAAS,Amilamont,Amilamont_Oral Soln 5mg/5ml S/F,Amiloride Hydrochloride,,5 mg/5 ml,diuretic,False,True
2364,2364.0,0202030M0AAAAAA,Pot Canrenoate,Pot Canrenoate_Inj 10mg/ml 20ml Amp,Potassium Canrenoate,,10 mg/mL,diuretic,False,True
2365,2365.0,0202030M0AAABAB,Pot Canrenoate,Pot Canrenoate_Inj 20mg/ml 10ml Amp,Potassium Canrenoate,,20 mg/mL,diuretic,False,True
