,Unnamed: 0,bnf_code,brand_name,presentation,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
1103,1103.0,0205051I0AABTBT,Enalapril Mal,Enalapril Mal_Liq Spec 1.2mg/5ml,Enalapril Maleate,,2 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1104,1104.0,0205051I0AABUBU,Enalapril Mal,Enalapril Mal_Liq Spec 1.667mg/5ml,Enalapril Maleate,,667 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1105,1105.0,0205051I0AABVBV,Enalapril Mal,Enalapril Mal_Liq Spec 40mg/5ml,Enalapril Maleate,,40 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1106,1106.0,0205051I0AABWBW,Enalapril Mal,Enalapril Mal_Liq Spec 7.5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1107,1107.0,0205051I0AABXBX,Enalapril Mal,Enalapril Mal_Cap 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1108,1108.0,0205051I0AABYBY,Enalapril Mal,Enalapril Mal_Oral Soln 5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1109,1109.0,0205051I0AABZBZ,Enalapril Mal,Enalapril Mal_Oral Susp 5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1110,1110.0,0205051I0AACACA,Enalapril Mal,Enalapril Mal_Oral Susp 10mg/5ml,Enalapril Maleate,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1111,1111.0,0205051I0AACBCB,Enalapril Mal,Enalapril Mal_Oral Susp 1.25mg/5ml,Enalapril Maleate,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1112,1112.0,0205051I0BBAAAA,Innovace,Innovace_Tab 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1113,1113.0,0205051I0BBABAB,Innovace,Innovace_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1114,1114.0,0205051I0BBACAC,Innovace,Innovace_Tab 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1115,1115.0,0205051I0BBADAD,Innovace,Innovace_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1116,1116.0,0205051I0BBAEAF,Innovace,Innovace_Titration Pack (Tab 2.5mg/5mg),Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1117,1117.0,0205051I0BBAFBH,Innovace,Innovace_Melt Wafer 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1118,1118.0,0205051I0BBAGBI,Innovace,Innovace_Melt Wafer 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1119,1119.0,0205051I0BBAHBJ,Innovace,Innovace_Melt Wafer 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1120,1120.0,0205051I0BBAIBK,Innovace,Innovace_Melt Wafer 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1121,1121.0,0205051I0BCAAAB,Renitec,Renitec_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1122,1122.0,0205051I0BCABAD,Renitec,Renitec_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1123,1123.0,0205051I0BDAAAB,Enapren,Enapren_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1124,1124.0,0205051I0BEAAAA,Pralenal,Pralenal 2.5_Tab 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1125,1125.0,0205051I0BEABAB,Pralenal,Pralenal 5_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1126,1126.0,0205051I0BEACAC,Pralenal,Pralenal 10_Tab 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1127,1127.0,0205051I0BEADAD,Pralenal,Pralenal 20_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1128,1128.0,0205051I0BFAAAA,Ednyt,Ednyt_Tab 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1129,1129.0,0205051I0BFABAB,Ednyt,Ednyt_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1130,1130.0,0205051I0BFACAC,Ednyt,Ednyt_Tab 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1131,1131.0,0205051I0BFADAD,Ednyt,Ednyt_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1132,1132.0,0205051J0AAAAAA,Fosinopril Sod,Fosinopril Sod_Tab 10mg,Fosinopril Sodium,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1133,1133.0,0205051J0AAABAB,Fosinopril Sod,Fosinopril Sod_Tab 20mg,Fosinopril Sodium,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1134,1134.0,0205051J0AAACAC,Fosinopril Sod,Fosinopril Sod_Liq Spec 20mg/5ml,Fosinopril Sodium,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1135,1135.0,0205051J0BBAAAA,Staril,Staril_Tab 10mg,Fosinopril Sodium,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1136,1136.0,0205051J0BBABAB,Staril,Staril_Tab 20mg,Fosinopril Sodium,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1137,1137.0,0205051J0BCAAAB,Fositens,Fositens_Tab 20mg,Fosinopril Sodium,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1138,1138.0,0205051J0BDAAAA,Fozitec,Fozitec_Tab 10mg,Fosinopril Sodium,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1139,1139.0,0205051K0AAAAAA,Lisinopril/Hydchloroth,Lisinopril/Hydchloroth_Tab 20mg/12.5mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1140,1140.0,0205051K0AAABAB,Lisinopril/Hydchloroth,Lisinopril/Hydchloroth_Tab 10mg/12.5mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1141,1141.0,0205051K0BBAAAA,Zestoretic,Zestoretic 20_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
1142,1142.0,0205051K0BBABAB,Zestoretic,Zestoretic 10_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
1143,1143.0,0205051K0BCAAAA,Carace Plus,Carace 20 Plus_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
1144,1144.0,0205051K0BCABAB,Carace Plus,Carace 10 Plus_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
1145,1145.0,0205051K0BDAAAB,Caralpha,Caralpha_Tab 10mg/12.5mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1146,1146.0,0205051K0BDABAA,Caralpha,Caralpha_Tab 20mg/12.5mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1147,1147.0,0205051K0BEAAAB,Lisicostad,Lisicostad_Tab 10mg/12.5mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1148,1148.0,0205051K0BEABAA,Lisicostad,Lisicostad_Tab 20mg/12.5mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1149,1149.0,0205051L0AAAAAA,Lisinopril,Lisinopril_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1150,1150.0,0205051L0AAABAB,Lisinopril,Lisinopril_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1151,1151.0,0205051L0AAACAC,Lisinopril,Lisinopril_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1152,1152.0,0205051L0AAADAD,Lisinopril,Lisinopril_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1153,1153.0,0205051L0AAAEAE,Lisinopril,Lisinopril_Oral Liq @spec,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1154,1154.0,0205051L0AAAFAF,Lisinopril,Lisinopril_Liq Spec 20mg/5ml,Lisinopril,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1155,1155.0,0205051L0AAAGAG,Lisinopril,Lisinopril_Liq Spec 5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1156,1156.0,0205051L0AAAHAH,Lisinopril,Lisinopril_Liq Spec 10mg/5ml,Lisinopril,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1157,1157.0,0205051L0AAAIAI,Lisinopril,Lisinopril_Liq Spec 2.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1158,1158.0,0205051L0AAAJAJ,Lisinopril,Lisinopril_Liq Spec 30mg/5ml,Lisinopril,,30 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1159,1159.0,0205051L0AAAKAK,Lisinopril,Lisinopril_Liq Spec 15mg/5ml,Lisinopril,,15 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1160,1160.0,0205051L0AAALAL,Lisinopril,Lisinopril_Tab 5mg                   @gn,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1161,1161.0,0205051L0AAAMAM,Lisinopril,Lisinopril_Liq Spec 500mcg/5ml,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1162,1162.0,0205051L0AAANAN,Lisinopril,Lisinopril_Liq Spec 7.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1163,1163.0,0205051L0AAAPAP,Lisinopril,Lisinopril_Tab 10mg                  @gn,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1164,1164.0,0205051L0AAAQAQ,Lisinopril,Lisinopril_Oral Soln 5mg/5ml S/F,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1165,1165.0,0205051L0AAARAR,Lisinopril,Lisinopril_Liq Spec 40mg/5ml,Lisinopril,,40 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1166,1166.0,0205051L0AAASAS,Lisinopril,Lisinopril_Liq Spec 37.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1167,1167.0,0205051L0AAATAT,Lisinopril,Lisinopril_Liq Spec 14mg/5ml,Lisinopril,,14 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1168,1168.0,0205051L0AAAUAU,Lisinopril,Lisinopril_Oral Soln 5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1169,1169.0,0205051L0AAAVAV,Lisinopril,Lisinopril_Oral Susp 5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1170,1170.0,0205051L0AAAWAW,Lisinopril,Lisinopril_Oral Soln 2.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1171,1171.0,0205051L0AAAXAX,Lisinopril,Lisinopril_Oral Susp 2.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1172,1172.0,0205051L0AAAYAY,Lisinopril,Lisinopril_Oral Soln 20mg/5ml,Lisinopril,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1173,1173.0,0205051L0AAAZAZ,Lisinopril,Lisinopril_Oral Susp 20mg/5ml,Lisinopril,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1174,1174.0,0205051L0BBAAAA,Zestril,Zestril_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1175,1175.0,0205051L0BBABAB,Zestril,Zestril_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1176,1176.0,0205051L0BBACAC,Zestril,Zestril_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1177,1177.0,0205051L0BBADAD,Zestril,Zestril_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1178,1178.0,0205051L0BCAAAA,Carace,Carace_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1179,1179.0,0205051L0BCABAB,Carace,Carace_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1180,1180.0,0205051L0BCACAC,Carace,Carace_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1181,1181.0,0205051L0BCADAD,Carace,Carace_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1182,1182.0,0205051L0BDAAAA,Acemin,Acemin_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1183,1183.0,0205051L0BEAAAA,Lisopress,Lisopress_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1184,1184.0,0205051L0BEABAB,Lisopress,Lisopress_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1185,1185.0,0205051L0BEACAC,Lisopress,Lisopress_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1186,1186.0,0205051L0BEADAD,Lisopress,Lisopress_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1187,1187.0,0205051M0AAAAAA,Perindopril Erbumine,Perindopril Erbumine_Tab 2mg,Perindopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1188,1188.0,0205051M0AAABAB,Perindopril Erbumine,Perindopril Erbumine_Tab 4mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1189,1189.0,0205051M0AAACAC,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 1mg/5ml,Perindopril,,1 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1190,1190.0,0205051M0AAADAD,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 2mg/5ml,Perindopril,,2 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1191,1191.0,0205051M0AAAEAE,Perindopril Erbumine,Perindopril Erbumine_Tab 4mg         @gn,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1192,1192.0,0205051M0AAAFAF,Perindopril Erbumine,Perindopril Erbumine_Tab 8mg,Perindopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1193,1193.0,0205051M0AAAGAG,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 4mg/5ml,Perindopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1194,1194.0,0205051M0AAAHAH,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 8mg/5ml,Perindopril,,8 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1195,1195.0,0205051M0AAAIAI,Perindopril Erbumine,Perindopril Erbumine_Pdr Sach 4mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1196,1196.0,0205051M0AAAJAJ,Perindopril Erbumine,Perindopril Erbumine_Pdr Sach 2mg,Perindopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1197,1197.0,0205051M0AAAKAK,Perindopril Erbumine,Perindopril Erbumine_Oral Soln 4mg/5ml,Perindopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1198,1198.0,0205051M0AAALAL,Perindopril Erbumine,Perindopril Erbumine_Oral Susp 4mg/5ml,Perindopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1199,1199.0,0205051M0AAAMAM,Perindopril Erbumine,Perindopril Erbumine_Oral Soln 3mg/5ml,Perindopril,,3 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1200,1200.0,0205051M0BBAAAA,Coversyl,Coversyl_Tab 2mg,Perindopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1201,1201.0,0205051M0BBABAB,Coversyl,Coversyl_Tab 4mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1202,1202.0,0205051M0BBACAF,Coversyl,Coversyl_Tab 8mg,Perindopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1203,1203.0,0205051N0AAAAAA,Perindopril Erbumine/Indapamide,Perindopril Erbum/Indapam_Tab 4mg/1.25mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1204,1204.0,0205051N0BBAAAA,Coversyl Plus,Coversyl Plus_Tab,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
1205,1205.0,0205051P0AAAAAA,Quinapril HCl/Hydchloroth,Quinapril HCl/Hydchloroth_Tab 10/12.5mg,Quinapril Hydrochloride,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1206,1206.0,0205051P0BBAAAA,Accuretic,Accuretic_Tab 10mg/12.5mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1207,1207.0,0205051Q0AAAAAA,Quinapril HCl,Quinapril HCl_Tab 5mg,Quinapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1208,1208.0,0205051Q0AAABAB,Quinapril HCl,Quinapril HCl_Tab 10mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1209,1209.0,0205051Q0AAACAC,Quinapril HCl,Quinapril HCl_Tab 20mg,Quinapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1210,1210.0,0205051Q0AAADAD,Quinapril HCl,Quinapril HCl_Tab 40mg,Quinapril Hydrochloride,,40 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1211,1211.0,0205051Q0BBAAAA,Accupro,Accupro_Tab 5mg,Quinapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1212,1212.0,0205051Q0BBABAB,Accupro,Accupro_Tab 10mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1213,1213.0,0205051Q0BBACAC,Accupro,Accupro_Tab 20mg,Quinapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1214,1214.0,0205051Q0BBADAD,Accupro,Accupro_Tab 40mg,Quinapril Hydrochloride,,40 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1215,1215.0,0205051Q0BCAAAA,Quinil,Quinil_Tab 5mg,Quinapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1216,1216.0,0205051Q0BCABAB,Quinil,Quinil_Tab 10mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1217,1217.0,0205051Q0BCACAC,Quinil,Quinil_Tab 20mg,Quinapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1218,1218.0,0205051Q0BCADAD,Quinil,Quinil_Tab 40mg,Quinapril Hydrochloride,,40 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1219,1219.0,0205051R0AAAAAA,Ramipril,Ramipril_Cap 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1220,1220.0,0205051R0AAABAB,Ramipril,Ramipril_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1221,1221.0,0205051R0AAACAC,Ramipril,Ramipril_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1222,1222.0,0205051R0AAADAD,Ramipril,Ramipril_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1223,1223.0,0205051R0AAAEAE,Ramipril,Ramipril_Liq Spec 5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1224,1224.0,0205051R0AAAFAF,Ramipril,Ramipril_Liq Spec 2.5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1225,1225.0,0205051R0AAAGAG,Ramipril,Ramipril_Liq Spec 1.25mg/5ml,Ramipril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1226,1226.0,0205051R0AAAHAH,Ramipril,Ramipril_Liq Spec 10mg/5ml,Ramipril,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1227,1227.0,0205051R0AAAIAI,Ramipril,Ramipril_Titration Pack (Cap 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1228,1228.0,0205051R0AAAJAJ,Ramipril,Ramipril_Liq Spec 750mcg/5ml,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1229,1229.0,0205051R0AAAKAK,Ramipril,Ramipril_Tab 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1230,1230.0,0205051R0AAALAL,Ramipril,Ramipril_Tab 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1231,1231.0,0205051R0AAAMAM,Ramipril,Ramipril_Tab 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1232,1232.0,0205051R0AAANAN,Ramipril,Ramipril_Tab 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1233,1233.0,0205051R0AAAPAP,Ramipril,Ramipril_Tab 1.25mg                  @gn,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1234,1234.0,0205051R0AAAQAQ,Ramipril,Ramipril_Tab 2.5mg                   @gn,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1235,1235.0,0205051R0AAARAR,Ramipril,Ramipril_Tab 5mg                     @gn,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1236,1236.0,0205051R0AAASAS,Ramipril,Ramipril_Tab 10mg                    @gn,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1237,1237.0,0205051R0AAATAT,Ramipril,Ramipril_Oral Soln 2.5mg/5ml S/F,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1238,1238.0,0205051R0AAAUAU,Ramipril,Ramipril_Titration Pack (Tab 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1239,1239.0,0205051R0AAAVAV,Ramipril,Ramipril_Oral Soln 2.5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1240,1240.0,0205051R0AAAWAW,Ramipril,Ramipril_Oral Susp 2.5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1241,1241.0,0205051R0AAAXAX,Ramipril,Ramipril_Oral Soln 5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1242,1242.0,0205051R0AAAYAY,Ramipril,Ramipril_Oral Susp 5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
1243,1243.0,0205051R0BBAAAA,Tritace,Tritace_Cap 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1244,1244.0,0205051R0BBABAB,Tritace,Tritace_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1245,1245.0,0205051R0BBACAC,Tritace,Tritace_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1246,1246.0,0205051R0BBADAD,Tritace,Tritace_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1247,1247.0,0205051R0BBAEAI,Tritace,Tritace_Titration Pack (Cap 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1248,1248.0,0205051R0BBAFAK,Tritace,Tritace_Tab 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1249,1249.0,0205051R0BBAGAL,Tritace,Tritace_Tab 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1250,1250.0,0205051R0BBAHAM,Tritace,Tritace_Tab 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1251,1251.0,0205051R0BBAIAN,Tritace,Tritace_Tab 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1252,1252.0,0205051R0BBAJAU,Tritace,Tritace_Titration Pack (Tab 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1253,1253.0,0205051R0BCAAAB,Lopace,Lopace_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1254,1254.0,0205051R0BCABAC,Lopace,Lopace_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1255,1255.0,0205051R0BCACAD,Lopace,Lopace_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1256,1256.0,0205051R0BDAAAA,Ranace,Ranace_Cap 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1257,1257.0,0205051R0BDABAB,Ranace,Ranace_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1258,1258.0,0205051R0BDACAC,Ranace,Ranace_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1259,1259.0,0205051R0BDADAD,Ranace,Ranace_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1260,1260.0,0205051S0AAAAAA,Felodipine/Ramipril,Felodipine/Ramipril_Tab 2.5mg/2.5mg M/R,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
1261,1261.0,0205051S0AAABAB,Felodipine/Ramipril,Felodipine/Ramipril_Tab 5mg/5mg M/R,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
1262,1262.0,0205051S0BBAAAA,Triapin,Triapin_Tab 2.5mg/2.5mg M/R,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
1263,1263.0,0205051S0BBABAB,Triapin,Triapin_Tab 5mg/5mg M/R,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
