bnf_code,brand_name,presentation,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
0205051R0AAASAS,Ramipril,Ramipril_Tab 10mg                    @gn,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAATAT,Ramipril,Ramipril_Oral Soln 2.5mg/5ml S/F,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAUAU,Ramipril,Ramipril_Titration Pack (Tab 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAVAV,Ramipril,Ramipril_Oral Soln 2.5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAWAW,Ramipril,Ramipril_Oral Susp 2.5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAXAX,Ramipril,Ramipril_Oral Soln 5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAYAY,Ramipril,Ramipril_Oral Susp 5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBAAAA,Tritace,Tritace_Cap 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBABAB,Tritace,Tritace_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBACAC,Tritace,Tritace_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBADAD,Tritace,Tritace_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBAEAI,Tritace,Tritace_Titration Pack (Cap 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBAFAK,Tritace,Tritace_Tab 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBAGAL,Tritace,Tritace_Tab 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBAHAM,Tritace,Tritace_Tab 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBAIAN,Tritace,Tritace_Tab 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BBAJAU,Tritace,Tritace_Titration Pack (Tab 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BCAAAB,Lopace,Lopace_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BCABAC,Lopace,Lopace_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BCACAD,Lopace,Lopace_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BDAAAA,Ranace,Ranace_Cap 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BDABAB,Ranace,Ranace_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BDACAC,Ranace,Ranace_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0BDADAD,Ranace,Ranace_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051S0AAAAAA,Felodipine/Ramipril,Felodipine/Ramipril_Tab 2.5mg/2.5mg M/R,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051S0AAABAB,Felodipine/Ramipril,Felodipine/Ramipril_Tab 5mg/5mg M/R,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051S0BBAAAA,Triapin,Triapin_Tab 2.5mg/2.5mg M/R,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051S0BBABAB,Triapin,Triapin_Tab 5mg/5mg M/R,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051U0AAAAAA,Trandolapril,Trandolapril_Cap 500mcg,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0AAABAB,Trandolapril,Trandolapril_Cap 1mg,Trandolapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0AAACAC,Trandolapril,Trandolapril_Cap 2mg,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0AAADAD,Trandolapril,Trandolapril_Cap 500mcg              @gn,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0AAAEAE,Trandolapril,Trandolapril_Cap 2mg                 @gn,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0AAAFAF,Trandolapril,Trandolapril_Cap 4mg,Trandolapril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0AAAGAG,Trandolapril,Trandolapril_Liq Spec 2mg/5ml,Trandolapril,,2 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0BBAAAA,Gopten,Gopten_Cap 500mcg,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0BBABAB,Gopten,Gopten_Cap 1mg,Trandolapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0BBACAC,Gopten,Gopten_Cap 2mg,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0BBADAF,Gopten,Gopten_Cap 4mg,Trandolapril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0BCAAAA,Odrik,Odrik_Cap 500mcg,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0BCABAB,Odrik,Odrik_Cap 1mg,Trandolapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051U0BCACAC,Odrik,Odrik_Cap 2mg,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051V0AAAAAA,Trandolapril/Verapamil HCl,Gppe Cap_Tarka,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051V0BBAAAA,Tarka,Tarka_Cap,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051W0AAAAAA,Imidapril HCl,Imidapril HCl_Tab 10mg,Imidapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051W0AAABAB,Imidapril HCl,Imidapril HCl_Tab 5mg,Imidapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051W0AAACAC,Imidapril HCl,Imidapril HCl_Tab 20mg,Imidapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051W0BBAAAA,Tanatril,Tanatril_Tab 10mg,Imidapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051W0BBABAB,Tanatril,Tanatril_Tab 5mg,Imidapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051W0BBACAC,Tanatril,Tanatril_Tab 20mg,Imidapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051X0AAAAAA,Benazepril HCl,Benazepril HCl_Tab 5mg,Benazepril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051X0BBAAAA,Cibacen,Cibacen_Tab 5mg,Benazepril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Y0AAAAAA,Perindopril Arginine,Perindopril Arginine_Tab 2.5mg,Perindopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Y0AAABAB,Perindopril Arginine,Perindopril Arginine_Tab 5mg,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Y0AAACAC,Perindopril Arginine,Perindopril Arginine_Tab 10mg,Perindopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Y0BBAAAA,Coversyl Arginine,Coversyl Arginine_Tab 2.5mg,Perindopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Y0BBABAB,Coversyl Arginine,Coversyl Arginine_Tab 5mg,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Y0BBACAC,Coversyl Arginine,Coversyl Arginine_Tab 10mg,Perindopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Z0AAAAAA,Perindopril Arginine/Indapamide,Perindopril Argin/Indapam_Tab 5mg/1.25mg,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051Z0BBAAAA,Coversyl Arginine Plus,Coversyl Arginine Plus_Tab,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
0205052A0AAAAAA,Irbesartan/Hydchloroth,Irbesartan/Hydchloroth_Tab 150mg/12.5mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,True
0205052A0AAABAB,Irbesartan/Hydchloroth,Irbesartan/Hydchloroth_Tab 300mg/12.5mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,True
0205052A0AAACAC,Irbesartan/Hydchloroth,Irbesartan/Hydchloroth_Tab 300mg/25mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,True
0205052A0BBAAAA,CoAprovel,CoAprovel_Tab 150mg/12.5mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,True
0205052A0BBABAB,CoAprovel,CoAprovel_Tab 300mg/12.5mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,True
0205052A0BBACAC,CoAprovel,CoAprovel_Tab 300mg/25mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,True
0205052ABAAAAAA,Olmesartan Medoxomil/Amlodipine,Olmesartan Medox/Amlodipine_Tab 20mg/5mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,True,False
0205052ABAAABAB,Olmesartan Medoxomil/Amlodipine,Olmesartan Medox/Amlodipine_Tab 40mg/5mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,False
0205052ABAAACAC,Olmesartan Medoxomil/Amlodipine,Olmesartan Medox/Amlodipine_Tab40mg/10mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,False
0205052ABBBAAAA,Sevikar,Sevikar_Tab 20mg/5mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,True,False
0205052ABBBABAB,Sevikar,Sevikar_Tab 40mg/5mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,False
0205052ABBBACAC,Sevikar,Sevikar_Tab 40mg/10mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,False
0205052ACAAAAAA,Olmesartan Medox/Amlodipine/Hydchloroth,Olmesartan/Amlodipine/Hydchloroth_Tab,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
0205052ACAAABAB,Olmesartan Medox/Amlodipine/Hydchloroth,Olmesartan/Amlodipine/Hydchloroth_Tab,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
0205052ACAAACAC,Olmesartan Medox/Amlodipine/Hydchloroth,Olmesartan/Amlodipine/Hydchloroth_Tab,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
0205052ACAAADAD,Olmesartan Medox/Amlodipine/Hydchloroth,Olmesartan/Amlodipine/Hydchloroth_Tab,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
0205052ACAAAEAE,Olmesartan Medox/Amlodipine/Hydchloroth,Olmesartan/Amlodipine/Hydchloroth_Tab,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
0205052ACBBAAAA,Sevikar HCT,Sevikar HCT_Tab 20mg/5mg/12.5mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,True,True
0205052ACBBABAB,Sevikar HCT,Sevikar HCT_Tab 40mg/5mg/12.5mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,True
0205052ACBBACAC,Sevikar HCT,Sevikar HCT_Tab 40mg/10mg/12.5mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,True
0205052ACBBADAD,Sevikar HCT,Sevikar HCT_Tab 40mg/5mg/25mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,True
0205052ACBBAEAE,Sevikar HCT,Sevikar HCT_Tab 40mg/10mg/25mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,True
0205052ADAAAAAA,Azilsartan Medoxomil,Azilsartan Medoxomil_Tab 20mg,Azilsartan Medoxomil,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052ADAAABAB,Azilsartan Medoxomil,Azilsartan Medoxomil_Tab 40mg,Azilsartan Medoxomil,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052ADAAACAC,Azilsartan Medoxomil,Azilsartan Medoxomil_Tab 80mg,Azilsartan Medoxomil,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052ADBBAAAA,Edarbi,Edarbi_Tab 20mg,Azilsartan Medoxomil,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052ADBBABAB,Edarbi,Edarbi_Tab 40mg,Azilsartan Medoxomil,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052ADBBACAC,Edarbi,Edarbi_Tab 80mg,Azilsartan Medoxomil,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052AEAAAAAA,Sacubitril/Valsartan,Sacubitril/Valsartan_Tab 49mg/51mg,Sacubitril/Valsartan,,49 mg,Angiotensin-II Receptor Antagonists,False,False
0205052AEAAABAB,Sacubitril/Valsartan,Sacubitril/Valsartan_Tab 97mg/103mg,Sacubitril/Valsartan,,97 mg,Angiotensin-II Receptor Antagonists,False,False
0205052AEAAACAC,Sacubitril/Valsartan,Sacubitril/Valsartan_Tab 24mg/26mg,Sacubitril/Valsartan,,24 mg,Angiotensin-II Receptor Antagonists,False,False
0205052AEBBAAAA,Entresto,Entresto_Tab 49mg/51mg,Sacubitril/Valsartan,,49 mg,Angiotensin-II Receptor Antagonists,False,False
0205052AEBBABAB,Entresto,Entresto_Tab 97mg/103mg,Sacubitril/Valsartan,,97 mg,Angiotensin-II Receptor Antagonists,False,False
0205052AEBBACAC,Entresto,Entresto_Tab 24mg/26mg,Sacubitril/Valsartan,,24 mg,Angiotensin-II Receptor Antagonists,False,False
0205052B0AAAAAA,Olmesartan Medoxomil,Olmesartan Medoxomil_Tab 10mg,Olmesartan,,10 mg,Angiotensin-II Receptor Antagonists,False,False
0205052B0AAABAB,Olmesartan Medoxomil,Olmesartan Medoxomil_Tab 20mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052B0AAACAC,Olmesartan Medoxomil,Olmesartan Medoxomil_Tab 40mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052B0AAADAD,Olmesartan Medoxomil,Olmesartan Medoxomil_Liq Spec 10mg/5ml,Olmesartan,,10 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052B0BBAAAA,Olmetec,Olmetec_Tab 10mg,Olmesartan,,10 mg,Angiotensin-II Receptor Antagonists,False,False
0205052B0BBABAB,Olmetec,Olmetec_Tab 20mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052B0BBACAC,Olmetec,Olmetec_Tab 40mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAAAAA,Candesartan Cilexetil,Candesartan Cilexetil_Tab 2mg,Candesartan Cilexetil,,2 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAABAB,Candesartan Cilexetil,Candesartan Cilexetil_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAACAC,Candesartan Cilexetil,Candesartan Cilexetil_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAADAD,Candesartan Cilexetil,Candesartan Cilexetil_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAAEAE,Candesartan Cilexetil,Candesartan Cilexetil_Tab 16mg       @gn,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAAFAF,Candesartan Cilexetil,Candesartan Cilexetil_Tab 4mg        @gn,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAAGAG,Candesartan Cilexetil,Candesartan Cilexetil_Tab 8mg        @gn,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAAHAH,Candesartan Cilexetil,Candesartan Cilexetil_Tab 32mg,Candesartan Cilexetil,,32 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAAIAI,Candesartan Cilexetil,Candesartan Cilexetil_Liq Spec 4mg/5ml,Candesartan Cilexetil,,4 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052C0AAAJAJ,Candesartan Cilexetil,Candesartan Cilexetil_Liq Spec 8mg/5ml,Candesartan Cilexetil,,8 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052C0BBAAAA,Amias,Amias_Tab 2mg,Candesartan Cilexetil,,2 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BBABAB,Amias,Amias_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BBACAC,Amias,Amias_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BBADAD,Amias,Amias_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BBAEAH,Amias,Amias_Tab 32mg,Candesartan Cilexetil,,32 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BCAAAB,Atacand,Atacand_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BCABAC,Atacand,Atacand_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BCACAD,Atacand,Atacand_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BDAAAD,Ratacand,Ratacand_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BDABAC,Ratacand,Ratacand_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
0205052C0BDACAB,Ratacand,Ratacand_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAAAA,Irbesartan,Irbesartan_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAABAB,Irbesartan,Irbesartan_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAACAC,Irbesartan,Irbesartan_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAADAD,Irbesartan,Irbesartan_Tab 150mg                 @gn,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAEAE,Irbesartan,Irbesartan_Tab 300mg                 @gn,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAFAF,Irbesartan,Irbesartan_Liq Spec 150mg/5ml,Irbesartan,,150 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAGAG,Irbesartan,Irbesartan_Liq Spec 300mg/5ml,Irbesartan,,300 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAHAH,Irbesartan,Irbesartan_Liq Spec 75mg/5ml,Irbesartan,,75 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAIAI,Irbesartan,Irbesartan_Pdr Sach 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAJAJ,Irbesartan,Irbesartan_Oral Pdr Sach 20mg,Irbesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAAKAK,Irbesartan,Irbesartan_Oral Pdr Sach 30mg,Irbesartan,,30 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0AAALAL,Irbesartan,Irbesartan_Oral Pdr Sach 37.5mg,Irbesartan,,37.5 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BBAAAA,Aprovel,Aprovel_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BBABAB,Aprovel,Aprovel_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BBACAC,Aprovel,Aprovel_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BCAAAA,Karvea,Karvea_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BCABAB,Karvea,Karvea_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BCACAC,Karvea,Karvea_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BDAAAA,Sabervel,Sabervel_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BDABAB,Sabervel,Sabervel_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BDACAC,Sabervel,Sabervel_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BEAAAA,Ifirmasta,Ifirmasta_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BEABAB,Ifirmasta,Ifirmasta_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
0205052I0BEACAC,Ifirmasta,Ifirmasta_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAAAA,Losartan Pot,Losartan Pot_Tab 25mg,Losartan Potassium,,25 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAABAB,Losartan Pot,Losartan Pot_Tab 50mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAACAC,Losartan Pot,Losartan Pot_Tab 50mg                @gn,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAADAD,Losartan Pot,Losartan Pot_Tab 100mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAEAE,Losartan Pot,Losartan Pot_Oral Soln 50mg/5ml,Losartan Potassium,,50 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAFAF,Losartan Pot,Losartan Pot_Liq Spec 100mg/5ml,Losartan Potassium,,100 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAGAG,Losartan Pot,Losartan Pot_Liq Spec 25mg/5ml,Losartan Potassium,,25 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAHAH,Losartan Pot,Losartan Pot_Tab 12.5mg,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAIAI,Losartan Pot,Losartan Pot_Oral Susp 12.5mg/5ml S/F,Losartan Potassium,,5 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAJAJ,Losartan Pot,Losartan Pot_Oral Susp 50mg/5ml,Losartan Potassium,,50 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052N0AAAKAK,Losartan Pot,Losartan Pot_Oral Susp 20mg/5ml,Losartan Potassium,,20 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052N0BBAAAA,Cozaar,Cozaar_Tab 25mg,Losartan Potassium,,25 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0BBABAB,Cozaar,Cozaar_Tab 50mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0BBACAD,Cozaar,Cozaar_Tab 100mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0BBADAH,Cozaar,Cozaar_Tab 12.5mg,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,False
0205052N0BBAEAI,Cozaar,Cozaar_Oral Susp 2.5mg/ml,Losartan Potassium,,5 mg/mL,Angiotensin-II Receptor Antagonists,False,False
0205052N0BCAAAB,Losaprex,Losaprex_Tab 50mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
0205052P0AAAAAA,Losartan Pot/Hydchloroth,Losartan Pot/Hydchloroth_Tab 50mg/12.5mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,True
0205052P0AAABAB,Losartan Pot/Hydchloroth,Losartan Pot/Hydchloroth_Tab 100mg/25mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
0205052P0AAACAC,Losartan Pot/Hydchloroth,Losartan Pot/Hydchloroth_Tab 100/12.5mg,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,True
0205052P0BBAAAA,Cozaar-Comp,Cozaar-Comp_Tab 50mg/12.5mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,True
0205052P0BBABAB,Cozaar-Comp,Cozaar-Comp_Tab 100mg/25mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
0205052P0BBACAC,Cozaar-Comp,Cozaar-Comp_Tab 100mg/12.5mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
0205052P0BCAAAA,Hyzaar,Hyzaar_Tab,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,True
0205052Q0AAAAAA,Telmisartan,Telmisartan_Tab 40mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0AAABAB,Telmisartan,Telmisartan_Tab 80mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0AAACAC,Telmisartan,Telmisartan_Tab 20mg,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0AAADAD,Telmisartan,Telmisartan_Oral Susp 40mg/5ml,Telmisartan,,40 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052Q0BBAAAA,Micardis,Micardis_Tab 40mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0BBABAB,Micardis,Micardis_Tab 80mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0BBACAC,Micardis,Micardis_Tab 20mg,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0BCAAAA,Tolura,Tolura_Tab 40mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0BCABAB,Tolura,Tolura_Tab 80mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052Q0BCACAC,Tolura,Tolura_Tab 20mg,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
0205052R0AAAAAA,Telmisartan/Hydchloroth,Telmisartan/Hydchloroth_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
