,read_code,brand_name,term_description,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
918,b43d.,Spiroctan,*SPIROCTAN 50mg tablets,Spironolactone,,50 mg,diuretic,False,True
919,b43e.,Spiroctan,*SPIROCTAN 100mg capsules,Spironolactone,,100 mg,diuretic,False,True
920,b43f.,Spirolone,*SPIROLONE 25mg tablets,Spironolactone,,25 mg,diuretic,False,True
921,b43g.,Spirolone,*SPIROLONE 50mg tablets,Spironolactone,,50 mg,diuretic,False,True
922,b43h.,Spirolone,*SPIROLONE 100mg tablets,Spironolactone,,100 mg,diuretic,False,True
923,b43i.,Laractone,*LARACTONE 50mg tablets,Spironolactone,,50 mg,diuretic,False,True
924,b43j.,Spirospare,*SPIROSPARE 100mg tablets,Spironolactone,,100 mg,diuretic,False,True
925,b43k.,Spironol,SPIRONOLACTONE 5mg/5mL oral suspension,Spironolactone,,5 mg/5 ml,diuretic,False,True
926,b43l.,Spironol,SPIRONOLACTONE 10mg/5mL oral suspension,Spironolactone,,10 mg/5 ml,diuretic,False,True
927,b43m.,Spironol,SPIRONOLACTONE 25mg/5mL oral suspension,Spironolactone,,25 mg/5 ml,diuretic,False,True
928,b43n.,Spironol,SPIRONOLACTONE 50mg/5mL oral suspension,Spironolactone,,50 mg/5 ml,diuretic,False,True
929,b43z.,Spironol,*SPIRONOLACTONE 100mg capsules,Spironolactone,,100 mg,diuretic,False,True
930,b44..,Triamterene,TRIAMTERENE,Triamterene,,,diuretic,False,True
931,b441.,Dytac,DYTAC 50mg capsules,Triamterene,,50 mg,diuretic,False,True
932,b44z.,Triamterene,TRIAMTERENE 50mg capsules,Triamterene,,50 mg,diuretic,False,True
933,b45..,Eplerenone,EPLERENONE,Eplerenone,,,diuretic,False,True
934,b451.,Inspra,INSPRA 25mg tablets,Eplerenone,,25 mg,diuretic,False,True
935,b452.,Inspra,INSPRA 50mg tablets,Eplerenone,,50 mg,diuretic,False,True
936,b45y.,Eplerenone,EPLERENONE 50mg tablets,Eplerenone,,50 mg,diuretic,False,True
937,b45z.,Eplerenone,EPLERENONE 25mg tablets,Eplerenone,,25 mg,diuretic,False,True
938,b511.,Aldactide,ALDACTIDE-25 tablets,Co-Flumactone (Hydroflumeth/Spironol),25.0,,diuretic,False,True
939,b512.,Aldactide,ALDACTIDE-50 tablets,Co-Flumactone (Hydroflumeth/Spironol),50.0,,diuretic,False,True
940,b514.,Dyazide,DYAZIDE tablets,Co-Triamterzide(Triamterene/Hydchloroth),,,diuretic,False,True
941,b515.,Dytide,*DYTIDE capsules,Triamterene With Thiazides,,,diuretic,False,True
942,b517.,Frusene,FRUSENE tablets,Triamterene With Loop Diuretics,,,diuretic,False,True
943,b518.,Kalspare,KALSPARE tablets,Triamterene With Thiazides,,,diuretic,False,True
944,b519.,Lasilactone,LASILACTONE capsules,Spironolactone With Loop Diuretics,,,diuretic,False,True
945,b51b.,Moduretic,MODURETIC tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,,diuretic,False,True
946,b51B.,Fru-Co,*FRU-CO 40/5mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,5 mg,diuretic,False,True
947,b51c.,Moduretic,*MODURETIC mixture,Co-Amilozide (Amiloride HCl/Hydchloroth),,,diuretic,False,True
948,b51C.,Cyclopenth,AMILORIDE HCL+CYCLOPENTHIAZIDE 2.5mg/250micrograms tablets,Cyclopenthiazide,,2.5 mg,diuretic,False,True
949,b51d.,Normetic,*NORMETIC tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,,diuretic,False,True
950,b51D.,Bumetanide,AMILORIDE HCL+BUMETANIDE 5mg/1mg tablets,Bumetanide,,5 mg,diuretic,False,True
951,b51e.,Synuretic,*SYNURETIC tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,,diuretic,False,True
952,b51E.,Triamterene,TRIAMTERENE+BENZTHIAZIDE 50mg/25mg capsules,Triamterene,,50 mg,diuretic,False,True
953,b51F.,Triamterene,TRIAMTERENE+CHLORTHALIDONE 50mg/25mg tablets,Triamterene,,50 mg,diuretic,False,True
954,b51G.,Chlortalidone,TRIAMTERENE+CHLORTALIDONE 50mg/50mg tablets,Chlortalidone,,50 mg,diuretic,False,True
955,b51h.,Lasoride,*LASORIDE tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,,diuretic,False,True
956,b51H.,Furosemide,TRIAMTERENE+FUROSEMIDE 50mg/40mg tablets,Furosemide,,50 mg,diuretic,False,True
957,b51i.,Co-Amilofruse,*CO-AMILOFRUSE tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,,diuretic,False,True
958,b51j.,Co-Amilozide,CO-AMILOZIDE 2.5/25mg tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,25 mg,diuretic,False,True
959,b51J.,Furosemide,SPIRONOLACTONE+FUROSEMIDE 50mg/20mg capsules,Furosemide,,50 mg,diuretic,False,True
960,b51k.,Co-Amilozide,CO-AMILOZIDE 5/50mg tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,50 mg,diuretic,False,True
961,b51K.,Delvas,*DELVAS tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,,diuretic,False,True
962,b51l.,Co-Amilozide,CO-AMILOZIDE 5mg/50mg/5mL mixture,Co-Amilozide (Amiloride HCl/Hydchloroth),,50 mg/5 ml,diuretic,False,True
963,b51L.,Aridil,*ARIDIL 2.5mg/20mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,2.5 mg,diuretic,False,True
964,b51m.,Co-Amilozide,VASETIC CO-AMILOZIDE 5/50mg tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,50 mg,diuretic,False,True
965,b51M.,Aridil,*ARIDIL 5mg/40mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,5 mg,diuretic,False,True
966,b51n.,Frusene,*FRUSENE tablets 56CP,Triamterene With Loop Diuretics,,,diuretic,False,True
967,b51N.,Aridil,*ARIDIL 10mg/80mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,10 mg,diuretic,False,True
968,b51O.,Spiro-Co,*SPIRO-CO 25mg tablets,Co-Flumactone (Hydroflumeth/Spironol),,25 mg,diuretic,False,True
969,b51p.,Co-Flumactone,CO-FLUMACTONE-25 tablets,Co-Flumactone (Hydroflumeth/Spironol),25.0,,diuretic,False,True
970,b51P.,Spiro-Co,*SPIRO-CO 50mg tablets,Co-Flumactone (Hydroflumeth/Spironol),,50 mg,diuretic,False,True
971,b51q.,Co-Flumactone,CO-FLUMACTONE-50 tablets,Co-Flumactone (Hydroflumeth/Spironol),50.0,,diuretic,False,True
972,b51Q.,Zida-Co,*ZIDA-CO 5mg/50mg tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,5 mg,diuretic,False,True
973,b51r.,Navispare,NAVISPARE 2.5/0.25mg tablets,Amiloride Hydrochloride With Thiazides,,0.25 mg,diuretic,False,True
974,b51R.,Frusemek,*FRUSEMEK 5mg/40mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,5 mg,diuretic,False,True
975,b51s.,Amilmaxco,*AMILMAXCO 5/50 tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),50.0,,diuretic,False,True
976,b51S.,Froop,*FROOP CO 5mg/40mg tablets,Furosemide,,5 mg,diuretic,False,True
977,b51t.,Burinex,*BURINEX A tablets,Bumetanide,,,diuretic,False,True
978,b51T.,Komil,*KOMIL 5/40 tablets,Co-Amilofruse (Amiloride HCl/Frusemide),40.0,,diuretic,False,True
979,b51v.,Triamaxco 50/25,*TRIAMAXCO 50/25mg tablets,Co-Triamterzide(Triamterene/Hydchloroth),,25 mg,diuretic,False,True
980,b51w.,Kalspare,*KALSPARE LS tablets,Triamterene With Thiazides,,,diuretic,False,True
981,b51x.,Co-Amilofruse,CO-AMILOFRUSE 2.5/20mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,20 mg,diuretic,False,True
982,b51y.,Co-Amilofruse,CO-AMILOFRUSE 5/40mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,40 mg,diuretic,False,True
983,b51z.,Co-Amilofruse,CO-AMILOFRUSE 10/80mg tablets,Co-Amilofruse (Amiloride HCl/Frusemide),,80 mg,diuretic,False,True
984,b61..,Mannitol,MANNITOL,Mannitol,,,diuretic,False,True
985,b611.,Mannitol,MANNITOL 10% intravenous infusion 500mL,Mannitol,,,diuretic,False,True
986,b612.,Mannitol,MANNITOL 20% intravenous infusion 250mL,Mannitol,,,diuretic,False,True
987,b613.,Mannitol,MANNITOL 20% intravenous infusion 500mL,Mannitol,,,diuretic,False,True
988,b614.,Mannitol,MANNITOL 25% intravenous infusion 50mL,Mannitol,,,diuretic,False,True
989,b619.,Mannitol,MIN-I-JET MANNITOL 25% injection 50mL,Mannitol,,,diuretic,False,True
990,b61A.,Mannitol,MANNITOL 25% prefilled syringe 50mL,Mannitol,,,diuretic,False,True
991,b61C.,Mannitol,MANNITOL 40mg powder for inhalation capsules,Mannitol,,40 mg,diuretic,False,True
992,b912.,Burinex,*BURINEX K tablets,Bumetanide,,,diuretic,False,True
993,b913.,Centyl,*CENTYL K m/r tablets,Bendroflumethiazide,,,diuretic,False,True
994,b914.,Diumide-K Continus,*DIUMIDE-K CONTINUS tablets,Furosemide/Potassium,,,diuretic,False,True
995,b915.,Esidrex,*ESIDREX K tablets,Hydrochlorothiazide,,,diuretic,False,True
996,b916.,Hygroton,HYGROTON K tablets combination pack,Chlortalidone,,,diuretic,False,True
997,b917.,Lasikal,*LASIKAL tablets,Furosemide/Potassium,,,diuretic,False,True
998,b918.,Lasix,LASIX+K tablets 30day-CP combination pack,Furosemide,,,diuretic,False,True
999,b919.,Navidrex,*NAVIDREX-K tablets,Cyclopenthiazide,,,diuretic,False,True
1000,b91a.,Neo-Naclex,NEO-NACLEX-K tablets,Bendroflumethiazide,,,diuretic,False,True
1001,b91b.,Bumetanide,BUMETANIDE+POTASSIUM 500micrograms/7.7mmol m/r tablets,Bumetanide,,,diuretic,False,True
1002,b91c.,Bendroflumethiazide,BENDROFLUMETHIAZIDE+POTASSIUM 2.5mg/7.7mmol m/r tablets,Bendroflumethiazide,,2.5 mg,diuretic,False,True
1003,b91f.,Furosemide,FUROSEMIDE+POTASSIUM 20mg/10mmol m/r tablets,Furosemide,,20 mg,diuretic,False,True
1004,b91h.,Bendroflumethiazide,BENDROFLUMETHIAZIDE+POTASSIUM 2.5mg/8.4mmol m/r tablets,Bendroflumethiazide,,2.5 mg,diuretic,False,True
1005,bdeA.,Chloroth,METOPROLOL TART+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets,Chlorothiazide,,100 mg,diuretic,False,True
1006,bdeB.,Chloroth,METOPROLOL TART+HYDROCHLOROTHIAZIDE 200mg/25mg m/r tablets,Chlorothiazide,,200 mg,diuretic,False,True
1007,bdeD.,Bendroflumethiazide,NADOLOL+BENDROFLUMETHIAZIDE 40mg/5mg tablets,Bendroflumethiazide,,40 mg,diuretic,False,True
1008,bdeH.,Chloroth,SOTALOL HCL+HYDROCHLOROTHIAZIDE 160mg/25mg tablets,Chlorothiazide,,160 mg,diuretic,False,True
1009,bdeJ.,Chloroth,SOTALOL HCL+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets,Chlorothiazide,,80 mg,diuretic,False,True
1010,bdeK.,Co-Amilozide,TIMOLOL MALEATE+CO-AMILOZIDE 10mg/2.5mg/25mg tablets,Co-Amilozide (Amiloride HCl/Hydchloroth),,10 mg,diuretic,False,True
1011,bdeL.,Bendroflumethiazide,TIMOLOL MALEATE+BENDROFLUMETHIAZIDE 10mg/2.5mg tablets,Bendroflumethiazide,,10 mg,diuretic,False,True
1012,bdex.,Chloroth,ACEBUTOLOL+HYDROCHLOROTHIAZIDE 200mg/12.5mg tablets,Chlorothiazide,,200 mg,diuretic,False,True
1013,bdey.,Co-Amilozide,ATENOLOL+CO-AMILOZIDE 50mg/2.5mg/25mg capsules,Co-Amilozide (Amiloride HCl/Hydchloroth),,50 mg,diuretic,False,True
1014,bdf8.,Chloroth,BISOPROLOL FUMARATE+HYDROCHLOROTHIAZIDE 10mg/6.25mg tablets,Chlorothiazide,,10 mg,diuretic,False,True
1015,bf2j.,Chloroth,METHYLDOPA+HYDROCHLOROTHIAZIDE 250mg/15mg tablets,Chlorothiazide,,250 mg,diuretic,False,True
1016,bf3c.,Esidrex,*SERPASIL-ESIDREX tablets,Hydrochlorothiazide,,,diuretic,False,True
1017,bi1e.,Chloroth,CAPTOPRIL+HYDROCHLOROTHIAZIDE 25mg/12.5mg tablets,Chlorothiazide,,25 mg,diuretic,False,True
1018,bi1f.,Chloroth,CAPTOPRIL+HYDROCHLOROTHIAZIDE 50mg/25mg tablets,Chlorothiazide,,50 mg,diuretic,False,True
1019,bi2b.,Chloroth,ENALAPRIL MALEATE+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets,Chlorothiazide,,20 mg,diuretic,False,True
1020,bi3p.,Chloroth,LISINOPRIL+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets,Chlorothiazide,,20 mg,diuretic,False,True
1021,bi3t.,Chloroth,LISINOPRIL+HYDROCHLOROTHIAZIDE 10mg/12.5mg tablets,Chlorothiazide,,10 mg,diuretic,False,True
1022,bi48.,Chloroth,QUINAPRIL+HYDROCHLOROTHIAZIDE 10/12.5mg tablets,Chlorothiazide,,12.5 mg,diuretic,False,True
1023,bi4F.,Chloroth,QUINAPRIL+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets,Chlorothiazide,,20 mg,diuretic,False,True
1024,bi55.,Indapamide,PERINDOPRIL ERBUMINE+INDAPAMIDE 4mg/1.25mg tablets,Indapamide,,4 mg,diuretic,False,True
1025,biC8.,Indapamide,PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets,Indapamide,,5 mg,diuretic,False,True
1026,bk35.,Chloroth,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 50mg/12.5mg tablets,Chlorothiazide,,50 mg,diuretic,False,True
1027,bk3y.,Chloroth,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets,Chlorothiazide,,100 mg,diuretic,False,True
1028,bk3z.,Chloroth,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/25mg tablets,Chlorothiazide,,100 mg,diuretic,False,True
1029,bk4x.,Chloroth,VALSARTAN+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets,Chlorothiazide,,80 mg,diuretic,False,True
1030,bk4y.,Chloroth,VALSARTAN+HYDROCHLOROTHIAZIDE 160mg/25mg tablets,Chlorothiazide,,160 mg,diuretic,False,True
1031,bk4z.,Chloroth,VALSARTAN+HYDROCHLOROTHIAZIDE 160mg/12.5mg tablets,Chlorothiazide,,160 mg,diuretic,False,True
1032,bk5x.,Chloroth,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/25mg tablets,Chlorothiazide,,300 mg,diuretic,False,True
1033,bk5y.,Chloroth,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/12.5mg tablets,Chlorothiazide,,300 mg,diuretic,False,True
1034,bk5z.,Chloroth,IRBESARTAN+HYDROCHLOROTHIAZIDE 150mg/12.5mg tablets,Chlorothiazide,,150 mg,diuretic,False,True
1035,bk8w.,Chloroth,TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/25mg tablets,Chlorothiazide,,80 mg,diuretic,False,True
1036,bk8x.,Chloroth,TELMISARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets,Chlorothiazide,,40 mg,diuretic,False,True
1037,bk8y.,Chloroth,TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets,Chlorothiazide,,80 mg,diuretic,False,True
1038,bkC..,Chloroth,HYDROCHLOROTHIAZIDE + OLMESARTAN,Chlorothiazide,,,diuretic,False,True
1039,bkCx.,Chloroth,OLMESARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets,Chlorothiazide,,40 mg,diuretic,False,True
1040,bkCy.,Chloroth,OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/25mg tablets,Chlorothiazide,,20 mg,diuretic,False,True
1041,bkCz.,Chloroth,OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets,Chlorothiazide,,20 mg,diuretic,False,True
1042,bkI..,Chloroth,OLMESARTAN+AMLODIPINE+HYDROCHLOROTHIAZIDE,Chlorothiazide,,,diuretic,True,True
1043,bl2..,Isosorbide,ISOSORBIDE DINITRATE,Isosorbide,,,diuretic,False,True
1044,bl3..,Isosorbide,ISOSORBIDE MONONITRATE,Isosorbide,,,diuretic,False,True
1045,bl3d.,Isosorbide,ISOSORBIDE MONONITRATE 50mg m/r capsules,Isosorbide,,50 mg,diuretic,False,True
1046,bl3j.,Isosorbide,ISOSORBIDE MONONITRATE 40mg m/r tablets,Isosorbide,,40 mg,diuretic,False,True
1047,bl3L.,Isosorbide,ISOSORBIDE MONONITRATE 60mg m/r capsules,Isosorbide,,60 mg,diuretic,False,True
1048,bl3M.,Isosorbide,ISOSORBIDE MONONITRATE 40mg m/r capsules,Isosorbide,,40 mg,diuretic,False,True
1049,bl3p.,Isosorbide,ISOSORBIDE MONONITRATE TABLETS 10mg+20mg starter pack,Isosorbide,,10 mg,diuretic,False,True
1050,bl3u.,Isosorbide,ISOSORBIDE MONONITRATE 25mg m/r capsules,Isosorbide,,25 mg,diuretic,False,True
1051,bl3v.,Isosorbide,ISOSORBIDE MONONITRATE 10mg tablets,Isosorbide,,10 mg,diuretic,False,True
1052,bl3w.,Isosorbide,ISOSORBIDE MONONITRATE 20mg tablets,Isosorbide,,20 mg,diuretic,False,True
1053,bl3x.,Isosorbide,ISOSORBIDE MONONITRATE 40mg tablets,Isosorbide,,40 mg,diuretic,False,True
1054,bl3y.,Isosorbide,ISOSORBIDE MONONITRATE 60mg m/r tablets,Isosorbide,,60 mg,diuretic,False,True
1055,bl3Y.,Isosorbide,ISOSORBIDE MONONITRATE 25mg m/r tablets,Isosorbide,,25 mg,diuretic,False,True
1056,bl3z.,Isosorbide,ISOSORBIDE MONONITRATE 20mg m/r tablets,Isosorbide,,20 mg,diuretic,False,True
1057,bl3Z.,Isosorbide,ISOSORBIDE MONONITRATE 50mg m/r tablets,Isosorbide,,50 mg,diuretic,False,True
1058,bl5i.,Chloroth,DILTIAZEM HYDROCHLORIDE+HYDROCHLOROTHIAZIDE 150mg/12.5mg m/r capsules,Chlorothiazide,,150 mg,diuretic,True,True
1059,blk..,Isosorbide,ISOSORBIDE MONONITRATE 2,Isosorbide,,,diuretic,False,True
1060,blm..,Isosorbide,ISOSORBIDE MONONITRATE+ASPIRIN,Isosorbide,,,diuretic,False,True
1061,blmy.,Isosorbide,ISOSORBIDE MONONITRATE+ASPIRIN 60mg/150mg m/r tablets,Isosorbide,,60 mg,diuretic,False,True
1062,blmz.,Isosorbide,ISOSORBIDE MONONITRATE+ASPIRIN 60mg/75mg m/r tablets,Isosorbide,,60 mg,diuretic,False,True
1063,bly..,Isosorbide,ISOSORBIDE DINITRATE [GENERIC ADDITIONS],Isosorbide,,,diuretic,False,True
1064,bly1.,Isosorbide,ISOSORBIDE DINITRATE 5mg sublingual tablets,Isosorbide,,5 mg,diuretic,False,True
1065,bly2.,Isosorbide,ISOSORBIDE DINITRATE 10mg tablets,Isosorbide,,10 mg,diuretic,False,True
1066,bly3.,Isosorbide,ISOSORBIDE DINITRATE 20mg tablets,Isosorbide,,20 mg,diuretic,False,True
1067,bly4.,Isosorbide,ISOSORBIDE DINITRATE 30mg tablets,Isosorbide,,30 mg,diuretic,False,True
1068,bly5.,Isosorbide,ISOSORBIDE DINITRATE 20mg m/r tablets,Isosorbide,,20 mg,diuretic,False,True
1069,bly6.,Isosorbide,ISOSORBIDE DINITRATE 20mg m/r capsules,Isosorbide,,20 mg,diuretic,False,True
1070,bly7.,Isosorbide,ISOSORBIDE DINITRATE 40mg m/r capsules,Isosorbide,,40 mg,diuretic,False,True
1071,bly8.,Isosorbide,ISOSORBIDE DINITRATE 5mg chewable tablets,Isosorbide,,5 mg,diuretic,False,True
1072,bly9.,Isosorbide,ISOSORBIDE DINITRATE 40mg tablets,Isosorbide,,40 mg,diuretic,False,True
1073,blya.,Isosorbide,ISOSORBIDE DINITRATE 25mg/50mL injection,Isosorbide,,25 mg/50 ml,diuretic,False,True
1074,blyb.,Isosorbide,ISOSORBIDE DINITRATE 1.25mg spray,Isosorbide,,1.25 mg,diuretic,False,True
1075,blyc.,Isosorbide,ISOSORBIDE DINITRATE 30mg transdermal spray,Isosorbide,,30 mg,diuretic,False,True
1076,blyw.,Isosorbide,ISOSORBIDE DINITRATE 40mg m/r tablets,Isosorbide,,40 mg,diuretic,False,True
1077,blyx.,Isosorbide,ISOSORBIDE DINITRATE 10mg/10mL injection,Isosorbide,,10 mg/10 ml,diuretic,False,True
1078,blyy.,Isosorbide,ISOSORBIDE DINITRATE 50mg/50mL injection,Isosorbide,,50 mg/50 ml,diuretic,False,True
1079,blyz.,Isosorbide,ISOSORBIDE DINITRATE 100mg/100mL injection,Isosorbide,,100 mg/100 ml,diuretic,False,True
1080,heD..,Torem,TOREMIFENE,Torasemide,,,diuretic,False,True
1081,heD1.,Torem,TOREMIFENE 60mg tablets,Torasemide,,60 mg,diuretic,False,True
1082,heI..,Arelix,DEGARELIX,Piretanide,,,diuretic,False,True
1083,heI2.,Arelix,DEGARELIX 80mg powder and solvent for solution for injection,Piretanide,,80 mg,diuretic,False,True
1084,heI4.,Arelix,DEGARELIX 120mg powder+solvent for solution for injection,Piretanide,,120 mg,diuretic,False,True
1085,a4c..,Thelin,PROPANTHELINE BROMIDE [ANTISPASMODIC],Sitaxentan Sodium,,,Vasodilator Antihypertensive Drugs,False,False
1086,a4c1.,Thelin,PROPANTHELINE 15mg tablets,Sitaxentan Sodium,,15 mg,Vasodilator Antihypertensive Drugs,False,False
1087,bA1..,Ramipril,FELODIPINE+RAMIPRIL,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
1088,bA11.,Triapin,TRIAPIN MITE 2.5mg/2.5mg tablets,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1089,bA12.,Triapin,TRIAPIN 5mg/5mg tablets,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1090,bA1y.,Ramipril,FELODIPINE+RAMIPRIL 2.5mg/2.5mg tablets,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
1091,bA1z.,Ramipril,FELODIPINE+RAMIPRIL 5mg/5mg tablets,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
1092,be1..,Diazoxide,DIAZOXIDE [CARDIOVASCULAR USE],Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
1093,be1z.,Diazoxide,DIAZOXIDE 300mg/20mL injection,Diazoxide,,300 mg/20 ml,Vasodilator Antihypertensive Drugs,False,False
1094,be2..,Hydralazine Hydrochloride,HYDRALAZINE HYDROCHLORIDE,Hydralazine Hydrochloride,,,Vasodilator Antihypertensive Drugs,False,False
1095,be21.,Apresoline,APRESOLINE 25mg tablets,Hydralazine Hydrochloride,,25 mg,Vasodilator Antihypertensive Drugs,False,False
1096,be22.,Apresoline,*APRESOLINE 50mg tablets,Hydralazine Hydrochloride,,50 mg,Vasodilator Antihypertensive Drugs,False,False
1097,be23.,Apresoline,APRESOLINE 20mg injection,Hydralazine Hydrochloride,,20 mg,Vasodilator Antihypertensive Drugs,False,False
1098,be2x.,Hydralazine Hydrochloride,HYDRALAZINE HYDROCHLORIDE 25mg tablets,Hydralazine Hydrochloride,,25 mg,Vasodilator Antihypertensive Drugs,False,False
1099,be2y.,Hydralazine Hydrochloride,HYDRALAZINE HYDROCHLORIDE 50mg tablets,Hydralazine Hydrochloride,,50 mg,Vasodilator Antihypertensive Drugs,False,False
1100,be2z.,Hydralazine Hydrochloride,HYDRALAZINE HYDROCHLORIDE 20mg injection,Hydralazine Hydrochloride,,20 mg,Vasodilator Antihypertensive Drugs,False,False
1101,be3..,Minoxidil,MINOXIDIL,Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
1102,be31.,Loniten,LONITEN 2.5mg tablets,Minoxidil,,2.5 mg,Vasodilator Antihypertensive Drugs,False,False
1103,be32.,Loniten,LONITEN 5mg tablets,Minoxidil,,5 mg,Vasodilator Antihypertensive Drugs,False,False
1104,be33.,Loniten,LONITEN 10mg tablets,Minoxidil,,10 mg,Vasodilator Antihypertensive Drugs,False,False
1105,be3x.,Minoxidil,MINOXIDIL 2.5mg tablets,Minoxidil,,2.5 mg,Vasodilator Antihypertensive Drugs,False,False
1106,be3y.,Minoxidil,MINOXIDIL 5mg tablets,Minoxidil,,5 mg,Vasodilator Antihypertensive Drugs,False,False
1107,be3z.,Minoxidil,MINOXIDIL 10mg tablets,Minoxidil,,10 mg,Vasodilator Antihypertensive Drugs,False,False
1108,be4..,Sodium Nitroprusside,SODIUM NITROPRUSSIDE,Sodium Nitroprusside,,,Vasodilator Antihypertensive Drugs,False,False
1109,be4y.,Sodium Nitroprusside,SODIUM NITROPRUSSIDE 50mg injection (pdr for recon),Sodium Nitroprusside,,50 mg,Vasodilator Antihypertensive Drugs,False,False
1110,be4z.,Sod Nitroprusside,SOD NITROPRUSSIDE 50mg/5mL intravenous infusion,Sodium Nitroprusside,,50 mg/5 ml,Vasodilator Antihypertensive Drugs,False,False
1111,bf1..,Clonidine Hydrochloride,CLONIDINE HYDROCHLORIDE [ANTIHYPERTENSIVE],Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
1112,bf11.,Catapres,CATAPRES 100micrograms tablets,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
1113,bf12.,Catapres,CATAPRES 300micrograms tablets,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
1114,bf13.,Catapres,CATAPRES PERLONGETS 250microgram m/r capsules,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
1115,bf14.,Catapres,CATAPRES 150micrograms/mL injection,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
1116,bf2..,Methyldopa,METHYLDOPA,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
1117,bf21.,Methyldopa,METHYLDOPA 125mg tablets,Methyldopa,,125 mg,Centrally-Acting Antihypertensive Drugs,False,False
1118,bf22.,Methyldopa,METHYLDOPA 250mg tablets,Methyldopa,,250 mg,Centrally-Acting Antihypertensive Drugs,False,False
1119,bf23.,Methyldopa,METHYLDOPA 500mg tablets,Methyldopa,,500 mg,Centrally-Acting Antihypertensive Drugs,False,False
1120,bf29.,Dopamet,*DOPAMET 125mg tablets,Methyldopa,,125 mg,Centrally-Acting Antihypertensive Drugs,False,False
1121,bf2a.,Dopamet,*DOPAMET 250mg tablets,Methyldopa,,250 mg,Centrally-Acting Antihypertensive Drugs,False,False
1122,bf2b.,Dopamet,*DOPAMET 500mg tablets,Methyldopa,,500 mg,Centrally-Acting Antihypertensive Drugs,False,False
1123,bf2c.,Medomet,MEDOMET 250mg capsules,Methyldopa,,250 mg,Centrally-Acting Antihypertensive Drugs,False,False
1124,bf2d.,Medomet,MEDOMET 250mg tablets,Methyldopa,,250 mg,Centrally-Acting Antihypertensive Drugs,False,False
1125,bf2e.,Medomet,MEDOMET 500mg tablets,Methyldopa,,500 mg,Centrally-Acting Antihypertensive Drugs,False,False
1126,bf2f.,Hydromet,*HYDROMET tablets,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
